DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPhie;nmrPhiT;nmrPerm;PE;RES10;RES90
2218,2904;12,3712;2,3532;68,2669;127,5348;13,0813;0,1963;0,1284;0,1774;0,1774;68,0366;5,7402;690,8505859;899,6005
2218,4428;12,3937;2,3751;67,9489;127,9843;13,2062;0,1997;0,1202;0,1701;0,1701;48,6532;5,9776;701,6848755;932,142
2218,5952;12,4155;2,3951;67,804;125,9957;13,5839;0,2087;0,1147;0,1579;0,1579;43,7471;6,113;714,621582;918,8305
2218,7476;12,4054;2,4053;67,2478;122,9923;14,6701;0,2146;0,131;0,1582;0,1582;144,9016;6,0249;737,4581299;998,7516
2218,9;12,3914;2,4049;67,1474;120,0673;15,176;0,2108;0,1483;0,1633;0,1683;440,8182;5,789;755,6511841;1121,1941
2219,0524;12,3636;2,3999;67,4624;119,6242;13,9513;0,2112;0,1517;0,1651;0,1692;611,9361;5,5716;757,0371704;1165,0995
2219,2048;12,3548;2,3948;67,7681;120,8311;12,2738;0,2039;0,1551;0,1669;0,1702;881,9199;5,4546;765,3701782;1013,2092
2219,3572;12,3557;2,3867;68,1344;122,3351;11,5029;0,2029;0,1596;0,1743;0,1743;1092,0242;5,4334;773,4589844;902,3666
2219,5096;12,349;2,3793;68,8055;124,0432;11,1824;0,2045;0,1622;0,1774;0,1774;1127,0359;5,4163;764,9550171;1092,3888
2219,662;12,3333;2,3731;69,2308;125,6223;10,6587;0,2114;0,1671;0,1817;0,1817;1435,6781;5,3967;764,5576172;1101,2692
2219,8144;12,3356;2,3665;69,6749;126,842;10,423;0,2182;0,1672;0,1825;0,1825;1337,0671;5,3905;757,2227783;1262,2214
2219,9668;12,3376;2,3592;69,6863;127,7477;11,0179;0,2159;0,1674;0,1833;0,1833;1250,059;5,4197;762,3944702;1296,7089
2220,1192;12,3368;2,3515;69,1196;128,157;11,0523;0,2197;0,1603;0,1786;0,1786;779,4628;5,4743;777,2855835;1296,7089
2220,2716;12,3374;2,3504;68,9533;128,1069;10,9377;0,2135;0,1597;0,1765;0,1767;858,5231;5,5171;782,9849854;1230,7206
2220,424;12,3374;2,3521;69,0059;129,201;10,5523;0,2183;0,1593;0,1751;0,1756;902,4343;5,5473;782,9849854;1191,0079
2220,5764;12,3377;2,3513;69,7918;131,2306;11,2474;0,2193;0,1656;0,1825;0,1828;1034,7946;5,5557;773,9285889;1146,9048
2220,7288;12,3389;2,3454;70,3401;133,3887;11,2474;0,2307;0,1719;0,1899;0,1899;1181,5674;5,5376;760,7719727;1101,2692
2220,8812;12,3322;2,3396;70,33;134,4816;10,7632;0,24;0,1764;0,1917;0,2034;731,9641;5,4892;758,8452759;1133,4523
2221,0336;12,336;2,3419;70,2546;134,1557;11,0638;0,2407;0,1792;0,1882;0,2097;667,9203;5,4238;759,409729;1191,0079
2221,186;12,3363;2,351;70,0808;132,6018;11,2972;0,2404;0,1621;0,1771;0,2007;285,9244;5,3752;743,1342773;1170,745
2221,3384;12,3378;2,3596;68,7249;129,7681;12,6924;0,2295;0,1497;0,1714;0,1934;164,1405;5,3537;728,7825928;1115,5721
2221,4908;12,3356;2,3651;67,4199;127,05;13,4021;0,2323;0,1373;0,1656;0,1861;94,9878;5,3376;704,0194702;1150,4042
2221,6432;12,3344;2,3855;66,9887;126,0289;14,5352;0,2104;0,133;0,1681;0,1855;75,9546;5,1838;527,7365723;753,2451
2221,7956;12,3189;2,4258;67,295;125,7076;15,4406;0,1891;0,1463;0,1804;0,1963;126,874;4,7923;471,4258118;717,5733
2221,948;12,3032;2,4591;69,0192;126,5557;17,1984;0,1766;0,1586;0,1842;0,1964;261,8195;4,2466;447,6411133;788,1998
2222,1004;12,2913;2,4571;68,951;127,9018;18,2715;0,1988;0,1563;0,1824;0,1913;267,5665;3,7489;432,0813904;675,6248
2222,2528;12,2914;2,4319;68,2193;127,9287;20,1341;0,2163;0,1541;0,1806;0,1863;276,1299;3,4664;401,6503906;590,816
2222,4052;12,2919;2,415;67,7683;127,3279;19,9238;0,2099;0,152;0,1732;0,1769;365,9165;3,4272;387,6642151;606,9073
2222,5576;12,29;2,4163;68,6168;124,8705;20,293;0,1879;0,1608;0,1748;0,1763;1035,2609;3,6669;391,7450867;605,8348
2222,71;12,2953;2,4075;69,4494;122,8705;19,4433;0,1863;0,1622;0,1836;0,1855;578,0434;4,1832;407,9265137;610,8427
2222,8624;12,3065;2,389;70,5916;123,9839;17,8315;0,1993;0,1592;0,1879;0,1888;368,4305;4,7471;426,5439148;651,9767
2223,0148;12,3191;2,3576;71,3556;127,5783;15,3732;0,2171;0,1562;0,1922;0,1922;257,6545;5,183;447,122406;681,5736
2223,1672;12,3243;2,3368;71,543;130,8565;14,1205;0,224;0,1545;0,199;0,2009;180,813;5,3647;480,7443848;724,9203
2223,3196;12,3236;2,3228;71,3469;131,6164;13,5599;0,2347;0,1635;0,197;0,2064;263,3624;5,4079;520,2416992;811,8348
2223,472;12,3257;2,3204;71,2655;130,7532;14,6111;0,2349;0,1657;0,1867;0,2031;333,516;5,3904;544,5424194;844,7745
2223,6244;12,3242;2,3232;70,5309;130,4324;14,1826;0,2464;0,1651;0,1829;0,1993;366,2197;5,3805;567,6000977;854,759
2223,7768;12,3253;2,3313;70,2765;131,4726;14,7082;0,2383;0,1645;0,1791;0,1956;408,3132;5,4001;591,7915039;905,2201
2223,9292;12,3217;2,3409;69,8898;132,2651;14,1476;0,234;0,1672;0,1813;0,1916;632,9868;5,4106;612,4263916;957,1931
2224,0816;12,3253;2,35;69,2155;132,2119;13,1395;0,2264;0,1761;0,1948;0,2007;834,689;5,3723;623,6641846;957,1931
2224,234;12,3281;2,3536;69,7625;131,4217;12,4519;0,2188;0,1854;0,2088;0,2144;864,3204;5,3086;641,3035889;957,1931
2224,3864;12,3357;2,3588;70,8048;130,9028;12,627;0,2165;0,187;0,2099;0,2178;832,2294;5,2358;642,4641113;1161,9464
2224,5388;12,3335;2,3654;70,9849;130,4095;13,3628;0,2045;0,1886;0,211;0,2211;805,6879;5,1494;653,1810913;1055,6294
2224,6912;12,3348;2,3719;69,9628;129,0448;13,2796;0,2108;0,1845;0,1996;0,213;865,1883;5,0479;645,7515259;1082,1254
2224,8436;12,3344;2,375;69,1277;127,2843;12,8241;0,2068;0,1788;0,1925;0,2031;916,7781;4,9743;638,0953979;1048,465
2224,996;12,3243;2,3778;69,362;126,577;12,4526;0,2165;0,1729;0,1926;0,1944;924,394;4,9678;652,5720215;1072,5211
2225,1484;12,3172;2,3771;70,6557;128,2515;12,3825;0,2238;0,1733;0,1947;0,1956;882,7835;5,022;670,2962036;1101,2692
2225,3008;12,3249;2,3594;71,8865;131,5013;11,1854;0,2401;0,1737;0,1968;0,1968;845,2582;5,1672;676,4063721;1101,2692
2225,4532;12,3339;2,3346;71,7304;135,1212;11,0313;0,2548;0,1808;0,1991;0,1999;1427,9047;5,322;682,7758179;1140,5504
2225,6056;12,3375;2,3102;71,3149;135,2534;11,4518;0,2519;0,1808;0,1938;0,1938;2728,6616;5,4507;696,6444702;1103,2899
2225,758;12,3396;2,3002;71,0969;133,8217;12,719;0,2505;0,1767;0,1914;0,1914;1955,725;5,5073;701,3781128;1030,2817
2225,9104;12,338;2,2972;71,2914;133,1932;12,6139;0,2426;0,1764;0,1943;0,1943;1386,9231;5,5453;689,119812;1168,5712
2226,0628;12,3439;2,2999;71,7607;133,1844;12,4898;0,255;0,1761;0,1972;0,1972;1050,7008;5,5621;682,2581177;1101,2692
2226,2152;12,3465;2,3071;72,0737;134,042;12,8479;0,2585;0,1792;0,206;0,212;601,6734;5,514;672,9824829;1083,276
2226,3676;12,3536;2,3107;72,1749;135,4939;12,3223;0,2652;0,1772;0,2059;0,2243;357,5495;5,4311;648,1879272;961,3888
2226,52;12,3569;2,3082;72,354;136,4183;11,8445;0,2549;0,1736;0,2028;0,224;298,8992;5,3684;636,1143188;1024,519
2226,6724;12,3904;2,3026;72,3966;137,1214;10,9174;0,2578;0,1745;0,2027;0,2162;382,4895;5,3433;613,201416;1096,4479
2226,8248;12,3853;2,2972;72,5793;137,567;11,1977;0,2561;0,1754;0,2025;0,2084;532,1177;5,3394;564,4226074;975,2583
2226,9772;12,3713;2,2978;72,8674;138,8971;11,7295;0,265;0,1836;0,2066;0,2066;1163,7037;5,3116;538,338623;826,9301
2227,1296;12,3451;2,2993;73,2949;140,0768;12,0729;0,2721;0,1942;0,2122;0,2122;2354,9353;5,2981;502,127594;710,4354
2227,282;12,3415;2,3003;73,8437;141,3168;12,6532;0,2714;0,1985;0,2123;0,2123;4222,5386;5,3086;461,8829041;660,1153
2227,4344;12,3429;2,2967;73,7507;142,2089;12,2772;0,2695;0,1982;0,2122;0,2122;4102,3354;5,3464;427,3110046;601,4973
2227,5868;12,332;2,297;73,01;141,8401;11,8371;0,2629;0,198;0,2121;0,2121;3986,7278;5,3377;411,4739075;600,2585
2227,7392;12,3236;2,3105;71,9443;140,2579;12,0088;0,2582;0,1873;0,2049;0,2049;1999,1317;5,2582;376,0219116;566,2632
2227,8916;12,315;2,3377;71,1594;135,8954;13,0505;0,2424;0,1754;0,1971;0,1971;981,4365;5,1186;331,5509949;510,1329
2228,044;12,3112;2,3642;70,5746;130,5932;15,5031;0,2239;0,164;0,1856;0,1856;684,4092;4,9946;310,1207886;485,8175
2228,1964;12,3085;2,3774;69,7375;125,2425;17,5448;0,2135;0,1546;0,1735;0,1746;560,0652;4,9441;286,5126038;422,6856
2228,3488;12,3119;2,3834;67,5964;120,2242;19,1566;0,2005;0,1453;0,1613;0,1635;454,2145;4,9774;249,2969055;363,971
2228,5012;12,3113;2,4058;64,8852;115,4406;20,3589;0,1777;0,1224;0,1354;0,1458;123,5483;5,021;214,4624939;327,2662
2228,6536;12,3135;2,4489;62,2936;110,7883;21,5948;0,1564;0,1096;0,1247;0,1393;51,3843;5,0308;192,8164978;286,2294
2228,806;12,3083;2,5012;61,6694;106,8443;24,8533;0,1521;0,096;0,1165;0,128;24,1035;4,9322;183,6894073;278,5528
2228,9584;12,3099;2,5327;60,4231;102,1161;27,6104;0,1536;0,086;0,1082;0,1184;13,8968;4,7357;162,0485992;240,757
2229,1108;12,305;2,5421;59,2455;98,8674;31,6398;0,1303;0,0761;0,0999;0,1089;7,6014;4,4362;141,8115997;206,1501
2229,2632;12,2976;2,541;58,3462;98,6398;32,4457;0,096;0,0541;0,0811;0,0899;1,4935;4,1858;132,8896027;198,4438
2229,4156;12,2877;2,539;58,4174;99,3598;38,052;0,0771;0,0637;0,0916;0,1006;3,049;4,1781;134,7498016;207,895
2229,568;12,296;2,5394;62,0984;100,1781;40,8551;0,0942;0,1099;0,1349;0,1406;49,92;4,4399;137,998703;212,8207
2229,7204;12,3055;2,5081;65,5831;104,5601;41,1235;0,1318;0,1303;0,1545;0,1589;132,5351;4,8614;144,5287933;221,6152
2229,8728;12,3169;2,4469;68,4571;112,0243;31,1024;0,1691;0,1508;0,1742;0,1772;320,8811;5,2067;166,6806946;246,4606
2230,0252;12,3244;2,3781;70,3764;121,494;21,4387;0,207;0,1752;0,2007;0,2007;769,0233;5,3663;226,3968048;320,6876
2230,1776;12,3266;2,3343;71,1181;128,9134;15,1892;0,2351;0,1752;0,2007;0,2007;769,0233;5,3831;264,7562866;389,6637
2230,33;12,327;2,3174;71,1742;132,8311;13,3672;0,2553;0,1806;0,2054;0,2054;943,3371;5,3693;280,7294006;424,5459
2230,4824;12,3301;2,31;70,8765;133,4299;13,2551;0,2534;0,1801;0,204;0,2062;859,6082;5,406;313,2164001;475,8353
2230,6348;12,3328;2,3082;70,0056;132,6738;13,3767;0,245;0,1795;0,2026;0,2069;787,1484;5,4701;340,7947083;519,3337
2230,7872;12,3351;2,3175;69,8053;132,1184;13,9373;0,2298;0,1687;0,1938;0,1973;525,3046;5,499;366,2138977;544,3737
2230,9396;12,3329;2,3338;70,1724;131,1327;14,214;0,2222;0,1554;0,1827;0,1827;359,8571;5,4736;385,7857971;623,3778
2231,092;12,327;2,3464;70,5651;130,455;14,152;0,2197;0,1591;0,1865;0,1865;408,7135;5,4195;416,6882019;629,7625
2231,2444;12,3283;2,347;71,0863;130,9924;13,4227;0,2285;0,1665;0,1913;0,1921;578,2017;5,3683;440,0639954;690,8638
2231,3968;12,3301;2,337;71,8719;132,5539;13,1461;0,2372;0,1739;0,196;0,1976;820,4331;5,3378;462,6003113;744,0038
2231,5492;12,3261;2,326;72,9319;134,1862;13,0521;0,2459;0,1859;0,2029;0,2066;1482,3423;5,313;474,3483887;726,306
2231,7016;12,3283;2,3129;73,4361;135,7657;13,2668;0,2499;0,1936;0,2116;0,2119;2261,7424;5,3059;487,4338074;716,0502
2231,854;12,324;2,2991;72,8213;136,1498;14,203;0,2592;0,1923;0,2138;0,2167;1370,3182;5,3177;494,4047852;744,0038
2232,0064;12,3329;2,2906;71,9896;135,0485;15,243;0,2514;0,1887;0,211;0,2179;945,6866;5,3353;498,4334106;754,2596
2232,1588;12,327;2,2962;71,1612;133,4053;17,8949;0,2433;0,1851;0,2082;0,219;687,8611;5,3294;490,8218079;701,0833
2232,3112;12,328;2,3065;70,5329;131,7184;18,7457;0,2283;0,1791;0,1988;0,214;552,7254;5,3315;490,473999;681,5736
2232,4636;12,3299;2,3183;69,214;129,7459;20,3574;0,232;0,1707;0,1909;0,2028;476,3864;5,3332;488,6730957;734,7499
2232,616;12,3358;2,3369;67,7007;126,9406;22,5298;0,2196;0,1615;0,1872;0,1904;410,0351;5,3016;487,6294861;754,2596
2232,7684;12,3358;2,3594;67,6414;123,7048;24,1416;0,2158;0,1578;0,1867;0,1884;335,8597;5,2311;474,0159912;754,2596
2232,9208;12,3333;2,3699;69,0398;122,5238;23,2306;0,2103;0,1541;0,1863;0,1863;276,2491;5,1836;483,7669067;696,6614
2233,0732;12,3391;2,3522;70,9009;124,6566;19,0858;0,2209;0,1641;0,1971;0,1971;373,1781;5,231;528,1157837;824,469
2233,2256;12,3442;2,3242;72,3068;128,894;16,0024;0,2214;0,1826;0,2142;0,2148;684,3959;5,3358;561,4572144;844,7745
2233,378;12,3554;2,3036;73,3612;133,3129;13,7381;0,2382;0,1867;0,2172;0,2214;693,694;5,449;574,7625122;849,4837
2233,5304;12,3526;2,2962;73,919;135,6352;13,3979;0,2459;0,1862;0,2138;0,2197;721,618;5,5508;620,7177734;965,6118
2233,6828;12,3634;2,2929;73,9347;136,1625;12,9543;0,2571;0,1858;0,2103;0,218;752,6894;5,6406;643,8228149;1040,4984
2233,8352;12,3743;2,2933;73,1053;136,2337;13,1331;0,2458;0,1864;0,2044;0,2144;934,4769;5,6754;650,928894;1078,9077
2233,9876;12,3451;2,2968;71,9769;135,8074;12,8528;0,2416;0,1861;0,2008;0,2098;1201,2476;5,6574;655,6439209;1053,2627
2234,14;12,3396;2,3067;71,549;134,5622;13,2263;0,2402;0,1827;0,2035;0,2089;930,3465;5,5944;661,9157715;1066,1434
2234,2924;12,3417;2,3158;71,7335;133,9037;12,9643;0,2381;0,1806;0,2039;0,2095;749,9343;5,5572;661,9365845;1066,027
2234,4448;12,3401;2,3233;71,8589;134,2738;13,0344;0,2362;0,1784;0,2043;0,2102;615,8962;5,5433;659,8773193;1157,2638
2234,5972;12,3369;2,3248;71,6494;134,9432;12,3336;0,2357;0,1753;0,2025;0,2127;448,7398;5,5433;662,4285278;1191,0079
2234,7496;12,3392;2,3245;71,659;135,6796;12,2022;0,245;0,1722;0,1983;0,2134;363,2749;5,5297;673,4749756;1120,0889
2234,902;12,3394;2,3227;72,158;136,4841;11,8455;0,2522;0,1748;0,1975;0,2084;512,022;5,508;702,3566895;1101,2692
2235,0544;12,3386;2,3187;72,9188;137,0264;11,3549;0,248;0,177;0,1969;0,2048;714,7789;5,5056;713,5974731;1187,1127
2235,2068;12,3427;2,3153;73,0481;136,3391;11,1317;0,2415;0,1792;0,1963;0,2012;1088,8743;5,522;714,5786743;1206,3
2235,3592;12,3448;2,3187;72,5482;135,0039;11,033;0,2303;0,1736;0,1873;0,1891;1605,9263;5,5475;732,1549072;1528,4473
2235,5116;12,3396;2,3315;71,3826;132,808;11,944;0,2249;0,1596;0,172;0,1726;1352,3004;5,5786;752,447876;1238,8337
2235,664;12,3452;2,351;70,8345;131,5387;11,841;0,2121;0,1464;0,1561;0,16;758,8926;5,6205;776,3615723;1467,2473
2235,8164;12,3389;2,3708;69,9123;131,2268;11,5964;0,1967;0,1352;0,1476;0,1524;331,6666;5,7004;782,9849854;1432,4724
2235,9688;12,3384;2,3922;67,8044;131,2784;10,9657;0,1729;0,1239;0,1391;0,1448;154,933;5,8133;774,5908813;1452,0081
2236,1212;12,3412;2,418;66,6397;129,2824;11,103;0,1535;0,1085;0,1311;0,1356;54,0352;5,906;764,5576172;1580,3568
2236,2736;12,3276;2,4411;66,1293;125,3454;11,8031;0,1544;0,1145;0,1416;0,1416;72,1007;5,9855;770,2219238;1423,1062
2236,426;12,3122;2,4478;66,5227;122,1056;11,4878;0,1674;0,1145;0,1416;0,1416;72,1007;6,0552;800,882019;1423,1062
2236,5784;12,3059;2,4378;67,5122;121,2141;11,738;0,1886;0,122;0,1478;0,1478;107,0685;6,0663;828,645813;1543,3964
2236,7308;12,3182;2,4242;66,7869;122,7506;11,2824;0,1872;0,1295;0,1539;0,1539;157,5175;5,9503;833,0474854;1575,7311
2236,8832;12,3302;2,419;65,9868;125,0495;11,3798;0,1837;0,1395;0,1578;0,1578;358,3761;5,7762;813,21698;1208,5311
2237,0356;12,3317;2,4221;65,8782;125,1515;11,4044;0,1711;0,1349;0,1505;0,1541;279,241;5,6621;822,1818237;1565,2378
2237,188;12,331;2,4199;66,5041;124,8438;11,9496;0,1749;0,1349;0,1528;0,164;155,9287;5,6599;811,0640869;1296,7089
2237,3404;12,3273;2,401;67,322;126,2958;11,2016;0,187;0,1399;0,1595;0,1711;172,8679;5,7238;798,3449707;1322,4835
2237,4928;12,3278;2,3761;68,5925;129,2514;11,4076;0,1974;0,145;0,1662;0,1782;191,5818;5,742;785,72229;1423,1062
2237,6452;12,3304;2,3542;69,9296;131,8978;10,9888;0,2121;0,1612;0,1814;0,1905;399,3939;5,7072;763,4265137;1337,1771
2237,7976;12,3438;2,3399;70,5224;132,0492;12,9358;0,2195;0,1774;0,1955;0,1973;1207,4597;5,6499;703,5183716;1115,5248
2237,95;12,3492;2,3302;70,617;130,6298;14,0017;0,2247;0,1807;0,1985;0,1985;1604,4119;5,6461;690,9572754;1065,6984
2238,1024;12,3455;2,3274;70,6178;131,1928;15,6223;0,2203;0,1801;0,1977;0,1977;1591,3853;5,7099;695,6057739;1156,8795
2238,2548;12,3531;2,3312;70,6793;132,7476;15,3848;0,2175;0,1794;0,1969;0,1969;1578,5128;5,844;714,9509888;1191,0079
2238,4072;12,3527;2,3314;71,0357;133,3008;14,684;0,2289;0,1785;0,1951;0,1951;1677,066;6,0318;697,5839844;1191,0079
2238,5596;12,3715;2,329;71,1004;133,5253;14,7466;0,2342;0,179;0,1919;0,1919;2628,8733;6,1783;678,3103027;1046,303
2238,712;12,3563;2,3303;71,0309;131,4886;18,1117;0,2297;0,1758;0,1868;0,1895;2113,5659;6,1858;626,1793823;1024,519
2238,8644;12,3536;2,343;71,1754;134,031;21,2835;0,2116;0,1701;0,1805;0,183;1949,9363;6,0472;617,1920776;957,1931
2239,0168;12,3613;2,3553;71,2321;135,2551;22,869;0,2011;0,1644;0,1743;0,1765;1800,835;5,8925;608,3361816;964,2291
2239,1692;12,3704;2,3659;71,1862;136,5222;19,2509;0,2004;0,1558;0,1654;0,1656;1904,1448;5,7733;630,5736084;1029,0298
2239,3216;12,3773;2,3629;71,6247;136,7549;17,1563;0,2069;0,1568;0,1702;0,1702;1142,8414;5,7525;642,6359253;1100,2686
2239,474;12,3748;2,3605;71,6079;136,7943;15,0926;0,2164;0,1626;0,1794;0,1794;978,0313;5,7466;655,2130127;1027,0287
2239,6264;12,3782;2,3611;71,5854;136,527;16,101;0,2178;0,1661;0,184;0,184;990,0388;5,7291;637,6461182;962,4737
2239,7788;12,3655;2,3678;71,0954;133,9953;16,9938;0,222;0,1696;0,1886;0,1886;1006,9664;5,6595;636,1143188;1083,3795
2239,9312;12,359;2,3759;69,4216;130,0313;16,765;0,2176;0,1655;0,1811;0,1811;1209,5576;5,5494;606,2139282;1037,5591
2240,0836;12,3411;2,3839;68,4572;125,2156;16,7993;0,2194;0,1593;0,1741;0,1747;999,6885;5,4299;591,3348999;925,0695
2240,236;12,3271;2,3929;67,8433;121,3646;16,1468;0,2161;0,1595;0,1739;0,1816;567,1758;5,299;555,1151123;991,3795
2240,3884;12,32;2,3956;67,5054;119,7261;16,7961;0,2133;0,1575;0,1724;0,1811;478,4755;5,2115;539,9089966;936,667
2240,5408;12,312;2,3886;67,4443;120,9584;16,6244;0,207;0,1554;0,1709;0,1805;406,7963;5,2035;554,1156006;936,2115
2240,6932;12,3089;2,3816;67,3098;123,9639;14,7702;0,2014;0,148;0,1619;0,1684;423,4101;5,2708;575,180481;957,1931
2240,8456;12,3116;2,3827;67,708;124,6833;13,8725;0,2009;0,1401;0,1513;0,1557;472,077;5,344;592,7158813;924,1495
2240,998;12,3063;2,3903;68,5417;124,0679;12,5333;0,1978;0,1414;0,1528;0,1589;416,0924;5,3608;603,0178833;962,3859
2241,1504;12,3121;2,3946;69,4295;123,8561;13,3305;0,2;0,1465;0,1588;0,166;431,4514;5,3292;608,5377808;993,2651
2241,3028;12,3083;2,3945;69,0705;123,3161;14,2233;0,2067;0,1517;0,1649;0,173;451,9214;5,2451;604,4658203;1017,4865
2241,4552;12,3019;2,3933;66,5036;120,5835;14,7834;0,2188;0,1557;0,1698;0,1791;453,4985;5,1456;590,3710938;1101,2692
2241,6076;12,2999;2,4087;64,3969;116,7455;16,2869;0,2067;0,1572;0,1686;0,1756;692,871;5,0173;571,8519897;1076,1708
2241,76;12,2926;2,4333;64,0563;112,4735;17,523;0,1861;0,1619;0,1698;0,1753;1380,8441;4,9414;540,1928711;988,8557
2241,9124;12,2968;2,4556;65,8197;110,6273;18,5172;0,1805;0,1643;0,1706;0,1755;2033,115;4,9078;517,4801025;911,7352
2242,0648;12,2985;2,4432;68,0929;112,9238;17,1437;0,2001;0,1667;0,1714;0,1757;3227,3772;4,9505;512,8206177;945,5897
2242,2172;12,2974;2,4098;69,4452;118,3221;15,8045;0,2226;0,1816;0,1872;0,1883;9255,0654;4,9863;535,5040283;897,7288
2242,3696;12,2989;2,375;70,7439;124,3092;14,7533;0,2245;0,1791;0,1883;0,189;4159,8882;5,0194;550,3463745;917,6602
2242,522;12,3047;2,3531;71,6982;129,1281;13,8374;0,2168;0,1733;0,1878;0,1885;1635,6498;5,1001;595,449707;1047,5332
2242,6744;12,3066;2,342;71,9749;132,6712;12,719;0,2036;0,1688;0,186;0,1863;1111,7949;5,2688;640,9196777;1203,6145
2242,8268;12,3124;2,3415;71,2063;134,4386;12,1364;0,2055;0,1642;0,1842;0,1842;781,7905;5,4539;678,6182251;1296,7089
2242,9792;12,312;2,347;70,4311;134,062;12,8214;0,2079;0,1579;0,1815;0,1815;485,8827;5,5932;699,7175293;1296,7089
2243,1316;12,3138;2,3561;70,1143;133,584;13,0127;0,2099;0,1582;0,1845;0,1845;420,7758;5,6663;714,9437866;1304,5917
2243,284;12,3063;2,3605;70,1418;133,7018;13,4167;0,2066;0,1623;0,1859;0,1859;565,0316;5,7255;731,192627;1429,7299
2243,4364;12,3146;2,3614;70,2178;134,4699;12,6424;0,203;0,1673;0,1875;0,1875;850,1693;5,7671;755,6511841;1568,9142
2243,5888;12,3142;2,3584;69,9881;135,2467;12,4511;0,2044;0,1724;0,1891;0,1891;1353,4716;5,7862;755,6511841;1296,7089
2243,7412;12,3167;2,3577;69,3582;134,0665;13,191;0,1978;0,1732;0,1867;0,1867;2010,4044;5,753;764,4373779;1192,4352
2243,8936;12,3138;2,3621;68,5672;132,6942;13,9559;0,1982;0,1711;0,1838;0,1838;2075,0701;5,6515;755,9404297;1293,2769
2244,046;12,3143;2,3684;68,8578;131,4994;14,8319;0,204;0,1705;0,186;0,186;1448,0757;5,506;781,5791016;1739,9415
2244,1984;12,3008;2,3653;69,3512;131,8416;16,2054;0,2138;0,1716;0,1875;0,1875;1430,8749;5,3937;774,3225708;1447,1044
2244,3508;12,2941;2,3549;70,3311;132,1622;17,4072;0,2164;0,1727;0,1891;0,1891;1415,6838;5,336;773,666626;1562,0911
2244,5032;12,2942;2,3403;70,2493;130,9219;18,108;0,2205;0,1734;0,1954;0,1955;894,14;5,324;757,6029053;1575,7311
2244,6556;12,2932;2,3317;69,6324;128,235;16,7001;0,2182;0,1753;0,1978;0,2036;659,6384;5,3506;748,0496826;1332,2294
2244,808;12,2924;2,3329;70,7071;127,4556;15,944;0,2052;0,1743;0,197;0,2087;486,2818;5,4419;732,5488281;1404,618
2244,9604;12,2993;2,3406;71,8106;129,8858;14,1921;0,1972;0,1659;0,1926;0,2027;343,0513;5,6101;730,0830078;1229,3593
2245,1128;12,2983;2,3426;73,7231;134,3335;13,6426;0,1902;0,1575;0,1882;0,1967;241,9526;5,8606;750,9414063;1191,0079
2245,2652;12,3123;2,3406;74,3342;139,4181;12,6475;0,2062;0,1459;0,1864;0,1864;156,3811;6,1822;741,9210205;1275,2335
2245,4176;12,3072;2,3416;73,7102;141,1735;13,2782;0,2139;0,1485;0,1887;0,1887;172,8195;6,503;738,420105;1296,7089
2245,57;12,3154;2,359;72,929;139,0291;13,1605;0,2224;0,1584;0,1875;0,1875;367,0732;6,5869;719,8399048;1216,4929
2245,7224;12,3094;2,3694;71,6545;137,4448;13,3497;0,2245;0,1518;0,1784;0,1784;329,5335;6,4192;691,4957275;1124,6077
2245,8748;12,3054;2,3673;69,7239;135,2858;12,5088;0,2158;0,1452;0,1694;0,1694;296,6526;6,1086;663,4470215;1045,9353
2246,0272;12,3033;2,3671;69,0327;131,6555;12,887;0,2049;0,1236;0,1477;0,1477;125,0166;5,7946;608,8088989;935,5129
2246,1796;12,2971;2,3852;68,4504;128,2524;14,8841;0,1944;0,1247;0,1466;0,1466;149,963;5,4838;536,3217163;861,5596
2246,332;12,2865;2,4088;68,7831;123,8019;17,8974;0,1947;0,1332;0,15;0,1501;315,4318;5,2251;495,7860107;879,9394
2246,4844;12,2857;2,4132;68,5352;121,2389;20,4871;0,1979;0,1293;0,146;0,1515;178,7726;5,1294;464,4500122;805,1777
2246,6368;12,2851;2,4128;66,23;119,6112;20,0316;0,1804;0,1254;0,142;0,1529;113,7213;5,1275;453,806488;754,2596
2246,7892;12,2865;2,4345;63,3983;115,518;17,3204;0,1556;0,1024;0,1226;0,1353;32,3848;5,0128;466,6191101;803,5012
2246,9416;12,2814;2,4754;61,6531;109,6867;14,8137;0,1357;0,0944;0,1153;0,1222;25,6696;4,7806;474,751709;844,7745
2247,094;12,269;2,4995;60,9491;103,4999;13,2544;0,1387;0,0944;0,1153;0,1222;25,6696;4,6341;471,5443115;844,7745
2247,2464;12,2627;2,5029;59,9699;99,0017;14,2116;0,1398;0,0958;0,1152;0,12;32,5269;4,6785;470,3395996;844,7745
2247,3988;12,2634;2,5071;59,62;98,5928;14,5914;0,1323;0,0972;0,1152;0,1178;43,0741;4,7903;476,9829102;839,3401
2247,5512;12,2647;2,5237;59,6907;100,1443;16,0456;0,1254;0,1012;0,1149;0,1175;73,9519;4,8511;486,9390869;759,777
2247,7036;12,2679;2,5336;62,0105;102,3423;15,9125;0,1324;0,1074;0,1178;0,1255;87,3465;4,8753;497,3587952;871,6245
2247,856;12,2684;2,5156;65,9286;106,3741;15,2014;0,1631;0,1296;0,1379;0,1485;228,1872;4,931;506,0213013;855,7358
