DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPhie;nmrPhiT;nmrPerm;PE;RES10;RES90
2248,0084;12,2667;2,4688;66,6307;113,3028;13,0949;0,1903;0,136;0,1452;0,1564;267,3768;5,0457;517,8447266;772,9958
2248,1608;12,2702;2,4247;66,7533;119,2355;11,8587;0,2033;0,1425;0,1525;0,1643;311,8077;5,1257;542,2294922;868,0313
2248,3132;12,271;2,41;66,5929;120,377;11,5375;0,1833;0,1404;0,153;0,1601;331,1343;5,0787;576,1226807;998,274
2248,4656;12,2697;2,4141;66,8077;118,6174;11,4688;0,1754;0,1524;0,1669;0,1669;860,6765;4,921;605,8330078;971,1293
2248,618;12,2716;2,4053;68,4767;117,9054;11,7435;0,1881;0,1726;0,1899;0,1899;1296,015;4,8125;636,0889282;1071,446
2248,7704;12,2685;2,3723;69,2423;122,5667;12,0399;0,2058;0,1776;0,1955;0,1955;1435,9531;4,9055;647,6395264;1101,2692
2248,9228;12,28;2,3504;69,5778;127,8051;13,1388;0,2173;0,1826;0,2012;0,2012;1587,1404;5,0957;659,6469116;1101,2692
2249,0752;12,2815;2,354;69,4319;129,0372;13,7099;0,2086;0,1683;0,1852;0,1862;1062,0552;5,2405;729,4470825;1356,4874
2249,2276;12,2782;2,3799;68,4316;124,6204;13,5698;0,2221;0,1552;0,1692;0,1741;617,8894;5,1908;740,1837769;1239,0513
2249,38;12,2721;2,4053;66,2332;118,1434;13,2096;0,2092;0,1517;0,1631;0,1675;725,1168;5,002;731,8087769;1191,0079
2249,5324;12,258;2,4265;63,8391;112,7682;12,4737;0,1876;0,143;0,1555;0,1582;558,5195;4,7384;699,0562134;1058,9814
2249,6848;12,2623;2,4437;61,604;109,3565;12,0883;0,1404;0,1344;0,1479;0,1489;422,7677;4,4828;642,4840088;1085,3822
2249,8372;12,2596;2,4634;61,746;107,441;11,9277;0,1209;0,1218;0,1377;0,1377;210,2027;4,2532;584,6759033;1040,406
2249,9896;12,2612;2,4703;62,9275;106,5049;12,4014;0,1319;0,1183;0,1353;0,1353;161,9637;4,163;556,9085083;971,1293
2250,142;12,2631;2,4642;63,5377;106,6134;11,8752;0,1429;0,1268;0,1432;0,1432;249,0531;4,2394;604,1815796;1010,5829
2250,2944;12,2593;2,4507;64,5976;108,7753;11,8606;0,1537;0,1367;0,1523;0,1532;378,5963;4,3924;594,8640747;1156,5455
2250,4468;12,2579;2,4307;66,6283;111,8287;11,3799;0,1767;0,1466;0,1613;0,1631;559,9998;4,4985;621,3641968;1119,8447
2250,5992;12,2598;2,4021;69,7292;116,7006;11,4506;0,2329;0,1753;0,1907;0,1935;1307,7354;4,4938;601,7825928;987,0162
2250,7516;12,2595;2,3663;72,8117;122,8876;11,0652;0,28;0,2091;0,2266;0,2271;3601,7207;4,4022;573,2581787;910,0376
2250,904;12,2623;2,3325;74,436;128,6772;11,3175;0,3071;0,2267;0,2449;0,2449;5587,1494;4,2744;544,5272217;817,6756
2251,0564;12,2582;2,3047;74,7071;132,8071;12,1395;0,3072;0,229;0,2473;0,2482;5409,0537;4,1681;531,2288818;763,0611
2251,2088;12,2552;2,2885;74,8086;134,2401;12,6468;0,3053;0,2314;0,2497;0,2516;5260,4414;4,1198;512,1929932;826,0384
2251,3612;12,2606;2,2865;74,3326;133,1233;12,8921;0,2931;0,2321;0,2457;0,2519;5545,8916;4,1119;507,7175903;742,6956
2251,5136;12,262;2,2948;73,5913;131,7639;12,3854;0,2859;0,2183;0,2305;0,2363;4564,418;4,1198;501,2190857;716,0502
2251,666;12,2584;2,2998;73,1756;130,6863;12,6139;0,2869;0,2079;0,2202;0,2255;3610,5603;4,1557;484,0596008;716,0502
2251,8184;12,2614;2,3067;73,193;130,4072;12,8242;0,2884;0,2095;0,2226;0,2289;3223,8687;4,1795;471,2987976;663,9374
2251,9708;12,2588;2,3076;73,8059;130,7913;13,1906;0,3021;0,2112;0,225;0,2323;2923,019;4,1893;455,2835083;650,3347
2252,1232;12,26;2,3056;73,8827;131,4989;13,606;0,3059;0,2245;0,239;0,2491;3200,7205;4,1766;451,6975098;675,1073
2252,2756;12,2635;2,3015;73,5433;131,4932;13,2556;0,3098;0,2334;0,2477;0,2592;3707,3184;4,1568;436,4161072;634,5018
2252,428;12,2632;2,3044;71,5153;129,1313;14,4602;0,2883;0,2244;0,2402;0,2515;2740,7764;4,1672;429,9981995;644,514
2252,5804;12,2647;2,3178;70,6905;126,0503;14,7807;0,2682;0,2227;0,239;0,2508;2481,3533;4,197;424,6010132;607,3536
2252,7328;12,2625;2,3322;70,8514;123,2366;15,2817;0,2655;0,221;0,2377;0,2501;2251,8713;4,207;411,9772034;596,1344
2252,8852;12,2621;2,3417;71,0604;121,924;14,061;0,2763;0,222;0,2369;0,2435;3741,6086;4,162;402,5179138;577,0848
2253,0376;12,2644;2,3367;71,7846;123,2976;13,3042;0,2807;0,2176;0,2327;0,2327;6077,8071;4,1258;398,7145996;591,1619
2253,19;12,2644;2,333;71,1479;126,6986;13,5445;0,2716;0,207;0,2256;0,2256;3224,228;4,166;391,0105896;574,0652
2253,3424;12,2618;2,3322;71,8715;129,2075;15,3665;0,2658;0,2043;0,2235;0,2235;2823,0493;4,2955;384,9631042;592,5643
2253,4948;12,2634;2,3314;73,1718;130,3373;17,3848;0,2732;0,2016;0,2215;0,2215;2476,0125;4,4065;379,2966003;555,1389
2253,6472;12,2639;2,3253;73,9143;131,7205;19,096;0,2761;0,2079;0,2207;0,2207;6233,8838;4,4236;372,8711853;563,3564
2253,7996;12,2666;2,3186;73,6314;132,856;20,1472;0,2835;0,2119;0,2177;0,2177;29055,9063;4,3533;366,1322021;562,1797
2253,952;12,2683;2,3213;72,9773;132,9801;21,0932;0,2742;0,208;0,2148;0,2183;9210,2334;4,2751;359,4107056;541,6619
2254,1044;12,2658;2,3288;72,9037;132,7145;22,4247;0,2743;0,2061;0,2149;0,2183;6425,0171;4,246;353,7824097;497
2254,2568;12,2683;2,3324;73,3861;132,3689;23,2518;0,2689;0,2041;0,2151;0,2183;4710,4092;4,2668;337,0190125;492,1647
2254,4092;12,2676;2,3286;73,7602;132,9944;23,0846;0,2763;0,2062;0,2199;0,2206;4870,1553;4,3029;335,2543945;489,0432
2254,5616;12,267;2,319;73,7953;133,4673;23,0496;0,2769;0,2081;0,2233;0,2246;4066,749;4,3372;326,3156128;481,2266
2254,714;12,2678;2,3124;74,1007;133,3192;23,5189;0,268;0,2155;0,2327;0,2352;3680,9443;4,3783;321,2481079;468,466
2254,8664;12,2657;2,3125;74,8263;133,3923;25,0484;0,2654;0,217;0,2359;0,2388;3224,7327;4,4063;311,8640137;454,8543
2255,0188;12,2646;2,3169;75,0262;134,197;25,6805;0,2702;0,2185;0,2391;0,2425;2877,9534;4,384;305,7507935;436,4293
2255,1712;12,2748;2,3212;74,5986;134,4366;26,8718;0,2854;0,223;0,2444;0,2445;3832,5483;4,3013;308,360199;431,3275
2255,3236;12,2706;2,3223;71,759;132,9701;25,4043;0,2876;0,1934;0,2175;0,2225;1079,3337;4,2553;305,1668091;459,811
2255,476;12,2703;2,3391;68,5596;128,9626;23,935;0,2536;0,1454;0,174;0,1845;159,953;4,3828;308,6350098;469,4016
2255,6284;12,2687;2,3668;65,9442;123,798;20,8436;0,2074;0,1328;0,1611;0,1726;98,6612;4,7536;319,2650146;492,1647
2255,7808;12,2645;2,4087;65,7665;117,717;21,6846;0,1814;0,1201;0,1482;0,1606;58,658;5,0793;326,6070862;492,1647
2255,9332;12,2622;2,4306;67,2516;113,4382;21,5058;0,198;0,1392;0,1613;0,1663;201,0381;5,1022;335,2869873;506,0357
2256,0856;12,2626;2,4241;67,0107;112,341;20,6729;0,2251;0,1591;0,1745;0,1748;962,0661;4,833;342,5209045;527,9692
2256,238;12,2632;2,4014;67,2393;115,2181;18,2201;0,2314;0,1632;0,1767;0,1767;1421,7374;4,5639;349,1140137;531,1353
2256,3904;12,2587;2,384;67,1319;118,293;17,4303;0,2215;0,1649;0,1782;0,1782;1542,5015;4,4702;365,5187988;549,9034
2256,5428;12,2585;2,3754;67,7573;120,3354;18,6567;0,2306;0,1665;0,1797;0,1797;1673,4031;4,4949;351,1724854;542,9442
2256,6952;12,2618;2,3617;69,0439;121,4724;18,8319;0,237;0,1851;0,1988;0,1988;2876,6013;4,5728;357,9932861;535,5156
2256,8476;12,2648;2,3415;69,7526;123,2471;19,7268;0,2497;0,1997;0,2147;0,2147;3786,1948;4,692;367,1651001;555,7986
2257;12,2648;2,3313;70,3272;124,7287;19,7618;0,2512;0,1988;0,2165;0,2165;2769,3816;4,7774;384,5712891;577,6198
2257,1524;12,2658;2,3313;70,3859;124,4161;19,4815;0,262;0,1988;0,2165;0,2165;2786,0315;4,7991;418,0718079;606,5997
2257,3048;12,264;2,3359;70,4465;123,7364;18,8613;0,2656;0,1989;0,2165;0,2165;2802,8218;4,7916;438,7363892;655,2363
2257,4572;12,2674;2,3394;70,4224;125,1491;17,3546;0,2522;0,1885;0,2039;0,2039;2564,5256;4,8246;478,4130859;695,4825
2257,6096;12,2711;2,3436;69,8936;128,0574;16,9692;0,235;0,1826;0,195;0,1951;3089,4453;4,8941;522,8062134;796,7795
2257,762;12,2692;2,3487;69,428;131,354;16,0477;0,2254;0,1794;0,1902;0,1984;1381,8302;4,9429;549,3673706;801,6629
2257,9144;12,2712;2,354;69,2497;132,3955;15,0316;0,2223;0,1792;0,1907;0,2012;1084,6293;4,9429;578,2747803;897,7288
2258,0668;12,2717;2,3524;69,7303;131,941;14,7555;0,2288;0,179;0,1913;0,204;883,7252;4,9269;588,6682739;897,7288
2258,2192;12,2695;2,3423;70,2585;131,9002;14,0898;0,2324;0,186;0,201;0,2144;904,4966;4,9371;627,3704224;1016,8914
2258,3716;12,2698;2,3323;70,8126;131,0186;15,3512;0,2405;0,194;0,2118;0,2214;1204,5529;4,9477;629,8311768;1093,8752
2258,524;12,2716;2,3277;70,7336;130,7266;15,5915;0,2368;0,2028;0,2216;0,2223;2633,3289;4,9512;716,7980957;1101,2692
2258,6764;12,2698;2,331;70,9158;130,5451;15,1184;0,2492;0,2017;0,221;0,2214;2513,6023;4,9195;798,4061279;1263,7395
2258,8288;12,271;2,3284;71,2438;130,4653;14,2912;0,254;0,2006;0,2205;0,2205;2399,4536;4,8907;837,3262939;1296,7089
2258,9812;12,2757;2,3211;71,4488;131,1728;13,9479;0,2614;0,1928;0,2092;0,2092;2641,6682;4,8747;927,1594238;1392,6382
2259,1336;12,2723;2,3132;71,1476;131,8892;14,5202;0,2538;0,194;0,2081;0,2081;3553,2932;4,8835;916,0584106;1533,4193
2259,286;12,2688;2,312;70,6081;130,9366;14,7538;0,2456;0,1941;0,2039;0,2085;3417,9058;4,9392;649,1312866;1040,9071
2259,4384;12,2666;2,3183;70,2893;130,1986;14,8176;0,2385;0,1914;0,2009;0,2065;2897,5671;5,0356;498,8468933;701,5294
2259,5908;12,2652;2,3282;69,7755;129,6264;14,9986;0,2281;0,1887;0,1979;0,2046;2466,144;5,1561;690,4282227;1334,3761
2259,7432;12,2676;2,3418;69,5646;129,1991;15,5729;0,2198;0,1788;0,1872;0,1954;1695,3524;5,2391;990,1500854;1903,4686
2259,8956;12,2665;2,3521;68,9023;129,1629;15,9555;0,2104;0,1649;0,1733;0,1832;910,1361;5,3012;1057,8447;1689,8136
2260,048;12,2643;2,3632;68,4512;128,0331;17,4272;0,2003;0,1573;0,1692;0,176;680,9683;5,3393;956,0252;1305,733
2260,2004;12,2658;2,372;68,7442;126,7539;18,2173;0,2037;0,1581;0,1706;0,1751;813,758;5,3576;932,5847;1299,9843
2260,3528;12,2645;2,3757;69,2056;126,5835;19,0071;0,2091;0,159;0,172;0,1743;991,1062;5,3144;1007,5068;1570,8217
2260,5052;12,2579;2,3685;69,5349;126,9844;18,087;0,2242;0,1702;0,1796;0,1796;3435,0554;5,2148;1059,7648;1618,5858
2260,6576;12,2622;2,3558;69,4763;126,8173;16,8606;0,2206;0,181;0,1886;0,1886;7166,6016;5,1076;1023,7935;1364,7627
2260,81;12,26;2,3506;68,963;125,3149;15,2811;0,2295;0,1853;0,192;0,192;10405,3242;5,0406;907,9399;1359,484
2260,9624;12,2631;2,3535;68,1845;122,8641;14,5256;0,2283;0,184;0,1921;0,1921;6989,2139;5,04;897,1682;1355,8994
2261,1148;12,2674;2,3599;68,4068;121,6204;13,9755;0,2266;0,1827;0,1923;0,1923;4998,957;5,0813;961,5198;1368,3472
2261,2672;12,2621;2,3677;68,0599;122,5004;14,3189;0,2164;0,1755;0,186;0,186;3381,6648;5,1298;959,1759;1514,9608
2261,4196;12,2685;2,3789;68,2246;123,1311;14,3826;0,1965;0,1605;0,1712;0,1712;1939,9075;5,1585;945,026;1478,5254
2261,572;12,2619;2,3904;68,912;122,9889;14,6831;0,1972;0,1571;0,1656;0,1656;2564,7;5,1629;940,1146;1338,173
2261,7244;12,2636;2,3971;69,3984;121,6671;14,1337;0,206;0,1642;0,1713;0,1744;2394,4746;5,107;912,9147;1296,7089
2261,8768;12,2649;2,3932;69,2172;119,1875;13,3629;0,2194;0,1713;0,1769;0,1831;2331,7722;5,0232;892,6151;1218,2708
2262,0292;12,2653;2,3876;68,3194;117,1072;13,122;0,2262;0,1812;0,1851;0,1992;1599,2932;4,9216;880,2618;1371,3801
2262,1816;12,2652;2,3894;67,0456;115,2314;13,8402;0,2163;0,176;0,1785;0,1894;2211,8477;4,8252;841,4181;1423,1062
2262,334;12,267;2,4009;65,145;113,2498;14,2957;0,2024;0,1462;0,1535;0,1563;1252,4987;4,7485;833,0475;1226,4587
2262,4864;12,2653;2,418;63,6199;112,9292;13,8752;0,1699;0,1306;0,1416;0,143;467,569;4,6789;797,2894;1284,27
2262,6388;12,2644;2,4421;63,6199;114,3537;13,6377;0,1322;0,115;0,1297;0,1297;175,3715;4,5719;713,2554;1199,7408
2262,7912;12,2622;2,4602;64,3143;116,6151;13,1682;0,1316;0,1116;0,1302;0,1313;95,9297;4,463;684,6785;1191,0079
2262,9436;12,2629;2,4566;66,8138;118,2123;13,3574;0,1584;0,1342;0,1521;0,1588;189,5809;4,4558;713,5579;1295,3879
2263,096;12,2621;2,422;67,8548;119,0871;12,9797;0,2012;0,1541;0,171;0,1753;500,2486;4,6547;714,8782;1294,3237
2263,2484;12,263;2,3877;67,2737;119,2269;13,7295;0,2171;0,1535;0,1698;0,1719;605,661;4,8981;755,6512;1191,0079
2263,4008;12,2675;2,383;65,6859;117,1603;13,5073;0,2051;0,1529;0,1686;0,1686;765,3797;5,0057;754,0541;1191,0079
2263,5532;12,2646;2,4009;65,3315;114,0359;13,679;0,1933;0,148;0,1587;0,1587;1205,9714;4,9793;735,2924;1191,0079
2263,7056;12,2667;2,4156;66,6677;113,3088;12,8863;0,1864;0,1487;0,1567;0,1573;1844,2759;4,9744;712,6637;1176,3977
2263,858;12,272;2,4123;68,0918;116,6072;12,7791;0,1916;0,1443;0,1539;0,1581;683,8944;5,0573;691,0222;1086,0826
2264,0104;12,2702;2,4032;68,3144;121,6672;12,557;0,1904;0,1412;0,1519;0,1567;499,3022;5,1533;610,7479;971,4715
2264,1628;12,2674;2,4042;67,4388;123,1894;13,1394;0,186;0,138;0,15;0,1552;373,1672;5,1742;549,1997;839,7691
2264,3152;12,2729;2,4131;66,6761;120,1296;13,4548;0,1947;0,1397;0,1507;0,1539;546,4925;5,1258;552,7371;939,1722
2264,4676;12,2713;2,4161;66,3365;116,6729;13,5949;0,2013;0,1405;0,1512;0,1577;412,1037;5,0568;541,8333;897,7288
2264,62;12,27;2,4129;64,9239;115,6932;13,6651;0,1982;0,1386;0,1508;0,1639;216,0684;4,995;517,2867;844,1896
2264,7724;12,2705;2,411;63,8562;115,3173;14,8564;0,1849;0,1367;0,1501;0,165;172,2774;4,9816;485,9724;754,2596
2264,9248;12,2725;2,4234;63,1458;114,1756;16,5033;0,171;0,1347;0,1495;0,1661;140,4409;4,9747;427,2961;708,19
2265,0772;12,2739;2,432;66,2979;114,0852;18,2201;0,1779;0,1508;0,1679;0,1867;214,9237;4,9499;381,1427;636,8833
2265,2296;12,2747;2,4187;70,8263;117,0816;18,7597;0,2084;0,1926;0,2108;0,2257;876,3054;4,8148;333,3661;546,8663
2265,382;12,2682;2,3802;73,6434;122,5305;19,9159;0,2563;0,2322;0,2503;0,2605;3092,604;4,5278;293,4981;458,8231
2265,5344;12,2753;2,3366;75,7114;127,1195;20,4415;0,2885;0,2386;0,2557;0,2658;3857,0588;4,1496;284,5103;462,8268
2265,6868;12,2731;2,3053;74,6307;130,3459;21,9692;0,2999;0,2451;0,261;0,271;4814,2495;3,8432;295,2344;485,7922
2265,8392;12,274;2,3002;73,3467;129,9116;22,0043;0,3;0,219;0,2329;0,2425;3014,8462;3,7253;299,3731;471,0163
2265,9916;12,2695;2,3116;72,9459;128,7007;22,1052;0,2863;0,1949;0,2083;0,2181;1604,278;3,7468;291,5886;440,1937
2266,144;12,2724;2,3301;72,8022;128,4072;21,4431;0,2766;0,1888;0,2021;0,2082;1776,7925;3,7777;285,2003;421,918
2266,2964;12,2706;2,3408;72,7783;128,8043;21,7234;0,272;0,1888;0,2045;0,2093;1637,645;3,7491;259,9278;391,8717
2266,4488;12,2712;2,3477;72,0512;129,9546;20,2209;0,2686;0,1889;0,207;0,2104;1516,8712;3,6744;244,4256;375,2177
2266,6012;12,2684;2,3561;70,7985;130,5737;20,3224;0,2678;0,1831;0,2059;0,2124;796,5405;3,6113;240,6521;377,3528
2266,7536;12,2674;2,3583;68,6078;127,8995;19,4815;0,2617;0,1829;0,2116;0,2199;571,434;3,6214;238,5;382,7534
2266,906;12,27;2,3557;68,6734;124,0417;21,5137;0,2564;0,1979;0,2253;0,235;867,4897;3,6871;236,3866;374,1251
2267,0584;12,2718;2,3518;69,8197;121,137;20,684;0,2445;0,2013;0,2262;0,2352;1079,2306;3,7175;235,7104;373,0769
2267,2108;12,2708;2,3463;70,1682;118,8536;19,9832;0,2427;0,2048;0,2271;0,2355;1365,8013;3,7448;235,19;373,0769
2267,3632;12,2718;2,3512;69,0258;117,5744;20,4492;0,2233;0,177;0,1997;0,2038;752,1742;3,8625;228,3272;336,4969
2267,5156;12,2658;2,3908;63,9341;114,408;25,2909;0,1877;0,1194;0,1411;0,1462;91,1839;4,1306;224,3696;336,8301
2267,668;12,2595;2,4617;59,4285;108,98;31,8655;0,1286;0,0905;0,1115;0,1261;16,3397;4,4273;219,437;344,9683
2267,8204;12,255;2,5247;59,6876;104,1301;33,4107;0,1049;0,099;0,1185;0,1322;27,2235;4,5949;223,1413;344,9683
2267,9728;12,2549;2,5317;63,1539;103,7796;29,3988;0,1198;0,1076;0,1255;0,1383;44,7753;4,634;236,9242;357,8968
2268,1252;12,2596;2,4859;68,5588;109,4875;22,4626;0,1623;0,1552;0,1723;0,1775;478,9683;4,6254;270,0078;423,0049
2268,2776;12,2575;2,4267;70,0194;117,2708;18,3764;0,2114;0,1826;0,2028;0,2028;1392,5013;4,6115;301,7064;487,8401
2268,43;12,2611;2,3893;69,7348;123,1712;18,3413;0,2304;0,1735;0,1939;0,1947;966,7712;4,5562;321,5844;514,5751
2268,5824;12,2552;2,3817;70,3467;125,4916;19,6805;0,2307;0,1689;0,1873;0,1896;861,3376;4,4619;345,2573;535,1517
2268,7348;12,2544;2,39;71,1896;126,6825;22,7709;0,219;0,1643;0,1807;0,1845;764,8257;4,3873;353,267;549,9034
2268,8872;12,2602;2,3932;71,3779;128,4731;22,8623;0,2147;0,1695;0,1769;0,1793;3077,9868;4,3817;369,2885;577,9885
2269,0396;12,26;2,3885;70,5342;129,0556;24,0035;0,2183;0,1811;0,186;0,1874;10080,6426;4,4108;393,5636;622,2148
2269,192;12,2624;2,3796;69,2631;128,686;23,5652;0,222;0,1907;0,1954;0,1969;14197,1973;4,4437;410,4779;636,0729
2269,3444;12,2616;2,3725;69,3154;128,1915;23,7093;0,2226;0,1907;0,1954;0,1969;14197,1973;4,4671;423,644;667,3611
2269,4968;12,2629;2,3663;69,2008;128,4634;23,5982;0,2286;0,1907;0,1954;0,1969;14197,1973;4,4954;451,8323;724,9859
2269,6492;12,2601;2,3581;69,7299;129,4361;23,4636;0,2269;0,1911;0,1952;0,2022;4909,7627;4,5673;469,0214;729,4435
2269,8016;12,2612;2,3545;70,0456;130,3796;23,9443;0,2236;0,188;0,1934;0,2038;2455,9944;4,6659;471,5577;716,0502
2269,954;12,2586;2,3543;70,4426;130,6042;24,594;0,2152;0,1829;0,1917;0,2022;1499,7731;4,7691;475,4005;776,9127
2270,1064;12,2647;2,3565;70,5065;130,0037;24,7287;0,2131;0,1795;0,1917;0,202;1060,072;4,8234;459,1832;796,7795
2270,2588;12,2637;2,3597;70,1954;129,3421;26,8233;0,2218;0,1761;0,1918;0,2018;779,642;4,8334;440,9991;727,4862
2270,4112;12,2622;2,3663;70,3935;128,9511;27,5975;0,2176;0,1739;0,1901;0,2026;619,6603;4,8242;456,7101;716,0502
2270,5636;12,2604;2,371;70,8652;129,5385;28,9973;0,2233;0,1754;0,1872;0,2006;786,3533;4,8316;465,2435;734,2047
2270,716;12,2631;2,3685;71,4388;131,2962;29,3063;0,2274;0,1806;0,1898;0,2002;1361,2052;4,8541;472,4238;753,17
2270,8684;12,2597;2,3588;72,7915;133,0083;29,9391;0,2475;0,1854;0,194;0,2029;1917,2111;4,8521;455,9229;681,5736
2271,0208;12,2651;2,3487;73,2081;133,1354;31,6412;0,255;0,1902;0,1982;0,2055;2783,1355;4,7955;420,0658;677,8429
2271,1732;12,2602;2,3372;73,4983;131,7519;31,811;0,2617;0,2069;0,2142;0,222;4527,5469;4,71;414,6428;645,5081
2271,3256;12,2613;2,3293;73,6833;130,5107;32,4669;0,2524;0,2121;0,2189;0,2269;5446,9717;4,6461;394,8886;610,4121
2271,478;12,2626;2,33;73,8284;130,0825;31,0395;0,2395;0,2035;0,2112;0,2185;4194,8467;4,6404;369,4145;564,4981
2271,6304;12,2571;2,3381;73,7958;130,7425;29,8172;0,2253;0,1982;0,206;0,2159;2737,7468;4,7043;387,1465;582,4523
2271,7828;12,2656;2,3436;74,0871;132,8756;27,4479;0,2257;0,1929;0,2009;0,2132;1866,4519;4,8017;416,9175;622,2148
2271,9352;12,2667;2,3369;74,4828;135,3815;25,628;0,2355;0,1915;0,2025;0,2181;1172,9635;4,8755;409,9446;640,9053
2272,0876;12,2663;2,3257;74,4326;138,242;24,0022;0,2451;0,2013;0,2148;0,2308;1323,1942;4,8848;409,0066;674,4494
2272,24;12,264;2,3162;74,159;138,8474;23,5215;0,2579;0,1989;0,2153;0,2267;1349,696;4,8517;413,9567;606,4537
2272,3924;12,2636;2,3175;73,9876;138,0174;24,5614;0,2621;0,1975;0,2148;0,2236;1426,9622;4,7847;414,6367;621,8626
2272,5448;12,2612;2,3234;73,8531;134,9904;24,8704;0,2672;0,1961;0,2142;0,2205;1519,8385;4,684;413,8498;593,8819
2272,6972;12,265;2,3273;73,8356;132,4467;25,9006;0,2766;0,2044;0,2252;0,2278;2051,7026;4,5381;405,6965;582,1852
2272,8496;12,2645;2,3232;73,763;129,9935;25,34;0,2874;0,2107;0,2343;0,2356;2203,9202;4,396;402,687;622,2148
2273,002;12,2589;2,3166;74,1204;127,9927;25,6406;0,2953;0,2135;0,2342;0,2342;3220,5483;4,3049;398,6267;601,3926
2273,1544;12,2665;2,3157;74,6286;128,6838;25,2286;0,2871;0,2113;0,2304;0,2304;3447,7065;4,2581;395,5367;572,1124
2273,3068;12,2633;2,3173;74,9344;131,0177;24,6548;0,2817;0,2091;0,2267;0,2267;3733,7969;4,248;393,9012;572,1124
2273,4592;12,2632;2,3174;75,2026;133,168;24,5602;0,2707;0,2016;0,2193;0,2193;2993,0754;4,2783;404,7881;609,0588
2273,6116;12,2663;2,3196;74,9052;134,4666;23,8734;0,2642;0,192;0,2121;0,2121;1850,5347;4,3418;409,0066;645,9674
2273,764;12,2678;2,3278;74,1;133,9532;24,4486;0,2572;0,1737;0,1938;0,1951;957,5433;4,3999;411,6693;598,7379
2273,9164;12,2669;2,3448;72,7232;132,1052;23,5971;0,2443;0,1677;0,1856;0,1909;696,1407;4,3735;417,6784;679,723
2274,0688;12,2635;2,3565;71,8972;130,9166;22,8116;0,226;0,1617;0,1774;0,1866;509,8477;4,3178;422,4135;655,5364
2274,2212;12,2704;2,3612;71,7256;130,3826;21,0946;0,2167;0,1673;0,178;0,192;621,6227;4,2648;435,0116;681,5736
2274,3736;12,2662;2,3562;72,2988;130,7603;21,328;0,2275;0,183;0,1935;0,2104;871,465;4,2829;443,0981;694,7114
2274,526;12,2682;2,3451;72,7288;132,2104;22,0792;0,2487;0,1891;0,2065;0,2266;670,3728;4,3416;449,966;683,9587
2274,6784;12,2643;2,3331;72,9845;134,8635;23,9335;0,2622;0,1843;0,2059;0,2262;507,6784;4,4307;474,4612;689,4757
2274,8308;12,264;2,3292;72,3399;136,7376;24,1051;0,2619;0,1796;0,2053;0,2258;392,4277;4,5105;504,6954;806,529
2274,9832;12,2615;2,3392;71,3416;134,8206;23,3889;0,2474;0,1729;0,2007;0,2163;346,3884;4,5895;511,9092;770,035
2275,1356;12,2589;2,3509;70,3066;131,1371;21,569;0,2364;0,175;0,2003;0,2043;620,6519;4,6856;515,1191;784,0276
2275,288;12,2613;2,3537;70,2241;128,9624;20,1269;0,2329;0,1804;0,198;0,1983;1576,8337;4,8066;521,2244;888,8478
2275,4404;12,2589;2,3488;69,8987;128,9138;19,7064;0,2266;0,1823;0,1971;0,199;1861,8668;4,9266;524,7084;846,8261
2275,5928;12,2596;2,3466;68,5098;127,7331;20,0912;0,2216;0,1841;0,1961;0,1997;2218,1826;5,0233;528,2447;808,5477
2275,7452;12,2596;2,3513;65,448;126,2;22,0393;0,2195;0,1868;0,1958;0,2017;2583,093;5,0891;536,9121;823,0977
2275,8976;12,258;2,3542;63,6526;125,2935;24,0687;0,2128;0,1682;0,1836;0,1846;1222,7382;5,2133;545,1987;867,5897
2276,05;12,2626;2,3601;65,5993;123,4862;23,7527;0,192;0,1322;0,1543;0,1543;202,5217;5,5702;554,2553;952,356
2276,2024;12,293;2,3842;67,9934;121,7612;19,7443;0,1588;0,1153;0,1392;0,1392;87,7487;6,1721;562,6446;969,8918
2276,3548;12,3191;2,4333;68,1064;119,6914;15,5551;0,1448;0,0985;0,1241;0,1241;35,1078;6,7187;564,8329;923,3488
2276,5072;12,3214;2,4778;66,7243;117,9214;13,0484;0,1445;0,0755;0,0982;0,0995;9,7434;6,9308;563,3834;931,5731
2276,6596;12,2803;2,51;65,0862;119,9666;13,117;0,1495;0,0608;0,0851;0,0885;2,9616;6,6852;543,5303;952,356
2276,812;12,2752;2,5378;66,6954;124,4154;13,3574;0,1424;0,0446;0,0739;0,0741;0,6868;6,2185;530,7354;1024,519
2276,9644;12,2812;2,5686;69,8877;127,8673;13,1668;0,1521;0,0461;0,0763;0,0764;0,7872;5,7605;534,5369;947,0766
2277,1168;12,2897;2,5738;71,4092;128,3464;13,991;0,1636;0,0476;0,0788;0,0788;0,8982;5,4943;525,5251;867,5897
