DEPTH;CAL;DEN;DTC;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2251,5836;12,2963;2,5519;76,9666;20,8956;0,232;0,0009;1,00E-04;0,0373;0,1029;3,8419;6,7831;7,268400192
2251,736;12,2894;2,5519;78,2425;21,0156;0,2308;0,0011;1,00E-04;0,0365;0,102;3,9215;6,9667;7,753799915
2251,8884;12,3065;2,5518;78,5966;20,6729;0,2287;0,0026;0,0008;0,0317;0,106;3,9185;6,8044;7,874700069
2252,0408;12,3171;2,5557;76,3596;21,0411;0,2462;0,0033;0,0014;0,0278;0,1079;3,8679;6,7803;8,080200195
2252,1932;12,3145;2,5651;74,5003;22,5188;0,2175;0,0021;0,0005;0,0262;0,1054;3,8463;7,483;8,550900459
2252,3456;12,3085;2,5822;72,733;22,1182;0,1963;0,0007;0;0,0259;0,0957;3,8847;8,285;9,296199799
2252,498;12,3134;2,5976;70,8115;21,6534;0,189;0,001;1,00E-04;0,0266;0,0844;3,9515;9,195;9,676699638
2252,6504;12,3128;2,5963;69,8003;20,6683;0,1664;0,0015;0,0002;0,0269;0,0811;3,9876;10,0537;10,33740044
2252,8028;12,3218;2,5838;68,9023;21,3974;0,154;0,0021;0,0003;0,0274;0,0795;4,0133;10,9667;11,55280018
2252,9552;12,3103;2,575;68,0629;20,7677;0,1615;0,003;0,0006;0,0282;0,0773;4,0548;11,6804;11,62950039
2253,1076;12,3367;2,5905;66,0546;21,1915;0,1595;0,0024;0,0004;0,0298;0,0795;4,1761;11,5676;11,52210045
2253,26;12,3389;2,6169;63,5412;21,8633;0,1373;0,002;0,0003;0,0285;0,0828;4,3034;11,1293;11,37010002
2253,4124;12,3413;2,6259;62,8524;25,145;0,1086;0,0043;0,0012;0,0267;0,078;4,3851;10,6303;11,18019962
2253,5648;12,3195;2,6188;63,1515;27,5289;0,1106;0,0052;0,0018;0,0269;0,0774;4,431;9,7001;10,15320015
2253,7172;12,3141;2,6015;64,3053;28,2683;0,1163;0,0056;0,0022;0,0275;0,0782;4,4853;9,9265;10,51539993
2253,8696;12,314;2,6033;64,5626;27,2095;0,1341;0,0048;0,0016;0,0296;0,0772;4,5581;12,0568;12,39649963
2254,022;12,3357;2,6119;63,6824;24,8099;0,1527;0,0041;0,001;0,0308;0,0739;4,6125;15,0211;14,73490047
2254,1744;12,3357;2,6288;62,9871;24,4086;0,1548;0,0043;0,0009;0,0311;0,0649;4,6694;17,6714;16,0095005
2254,3268;12,347;2,6302;62,7791;23,6947;0,1261;0,0043;0,0007;0,0292;0,0588;4,7398;17,5851;15,23009968
2254,4792;12,3685;2,6375;62,2042;23,6443;0,1206;0,0042;0,0006;0,0271;0,053;4,7269;17,8761;15,34140015
2254,6316;12,3583;2,6464;61,1485;22,8085;0,1213;0,0054;0,0009;0,0246;0,0504;4,5602;19,716;15,88850021
2254,784;12,3259;2,6565;61,3135;21,646;0,1038;0,0054;0,0009;0,0245;0,0504;4,2797;21,8532;16,71759987
2254,9364;12,3067;2,6459;61,3437;20,116;0,0801;0,0042;0,0005;0,0228;0,0502;4,0368;25,7976;19,22380066
2255,0888;12,3193;2,6189;63,2094;17,6006;0,0767;0,0042;0,0006;0,0225;0,0516;3,937;23,6586;18,37280083
2255,2412;12,3194;2,6011;63,8507;16,5535;0,0934;0,0043;0,0006;0,0224;0,0533;4,0747;20,175;16,47249985
2255,3936;12,3092;2,6044;64,2272;16,7789;0,1065;0,0054;0,0012;0,0245;0,0584;4,3121;17,3754;14,45759964
2255,546;12,3128;2,6113;63,9764;17,6117;0,1107;0,009;0,0046;0,0295;0,065;4,5413;15,9721;13,32190037
2255,6984;12,3242;2,6129;63,5897;18,6539;0,1161;0,0105;0,0088;0,0364;0,0765;4,6709;14,6791;13,09990025
2255,8508;12,3314;2,6098;65,1632;19,1333;0,1146;0,0098;0,0079;0,0382;0,0796;4,709;13,3904;12,83010006
2256,0032;12,3472;2,6144;66,2508;20,2636;0,1097;0,0089;0,0066;0,039;0,082;4,6676;12,9877;12,41469955
2256,1556;12,3625;2,601;66,9861;21,1566;0,1219;0,0074;0,0045;0,0357;0,0825;4,4977;12,3672;12,70820045
2256,308;12,3789;2,6014;66,2502;21,0434;0,1315;0,0063;0,0034;0,0326;0,0854;4,3852;12,0849;13,68560028
2256,4604;12,3701;2,5953;64,9389;21,1624;0,131;0,0064;0,0038;0,0317;0,0893;4,3685;12,4759;15,06970024
2256,6128;12,3924;2,61;63,7939;19,6649;0,1496;0,0061;0,0033;0,03;0,0872;4,5316;13,2226;16,11689949
2256,7652;12,397;2,6237;61,9361;19,3229;0,1427;0,006;0,0026;0,0266;0,0783;4,751;13,6999;15,03450012
2256,9176;12,3721;2,6513;60,2768;17,5495;0,128;0,0063;0,0017;0,0227;0,0588;4,9514;9,7975;9,706600189
2257,07;12,3583;2,6604;61,2062;16,4392;0,0981;0,0076;0,0025;0,0286;0,0568;5,0819;7,3663;7,123600006
2257,2224;12,3383;2,6522;66,7343;16,6539;0,067;0,0092;0,0055;0,0375;0,0702;5,1381;5,0718;5,384399891
2257,3748;12,3796;2,6159;71,7709;19,8009;0,0882;0,0098;0,0085;0,0415;0,0829;5,1535;3,751;3,833899975
2257,5272;12,4205;2,5947;73,0414;22,7557;0,1795;0,01;0,0111;0,0427;0,0945;5,056;3,2725;3,621599913
2257,6796;12,3861;2,591;69,9007;23,8276;0,2424;0,0086;0,0089;0,0368;0,1008;4,835;4,4525;4,83920002
2257,832;12,3481;2,609;68,1734;22,1542;0,1839;0,0055;0,0036;0,0309;0,104;4,5996;5,1643;4,622700214
2257,9844;12,2806;2,6088;71,7366;22,3169;0,1387;0,0031;0,0014;0,0327;0,1147;4,451;3,2931;3,392999887
2258,1368;12,3067;2,5831;77,3038;23,6713;0,1454;0,0031;0,0015;0,0354;0,1206;4,4072;2,4364;2,575700045
2258,2892;12,3465;2,5619;81,1145;24,0039;0,1852;0,0037;0,0023;0,0388;0,1274;4,3484;2,573;2,666699886
2258,4416;12,3489;2,5497;82,6087;21,9246;0,2508;0,0055;0,0058;0,0424;0,133;4,2335;2,8276;2,959800005
2258,594;12,3481;2,535;83,761;19,6263;0,2631;0,0055;0,0053;0,0402;0,1261;4,1108;2,9249;3,192600012
2258,7464;12,3543;2,511;82,8879;20,3664;0,2589;0,0047;0,0033;0,0369;0,1182;4,0889;3,1115;3,297100067
2258,8988;12,3336;2,5069;79,0716;20,5046;0,2402;0,0045;0,0029;0,0343;0,1142;4,1451;3,5094;3,591799974
2259,0512;12,3458;2,5223;73,2059;21,0992;0,2329;0,0045;0,0027;0,0318;0,1096;4,2197;4,3777;4,290400028
2259,2036;12,3238;2,5482;69,6903;19,341;0,1897;0,0055;0,0036;0,0302;0,1036;4,2654;6,1649;6,174699783
2259,356;12,3259;2,5601;68,8925;19,2093;0,1638;0,0059;0,0044;0,0317;0,1059;4,2614;6,1113;6,396699905
2259,5084;12,3373;2,5617;70,1806;18,909;0,1687;0,0064;0,0051;0,0313;0,1057;4,2296;5,4867;5,640200138
2259,6608;12,3389;2,5542;70,8567;19,7876;0,1729;0,0063;0,0046;0,0308;0,1009;4,2033;5,3491;5,575699806
2259,8132;12,3413;2,5561;70,6014;20,4309;0,2056;0,0063;0,0041;0,0304;0,0959;4,2311;5,7956;6,092700005
2259,9656;12,3413;2,5632;69,966;19,6346;0,1831;0,0064;0,0038;0,0305;0,0888;4,2801;6,3011;6,364999771
2260,118;12,3323;2,5694;70,339;18,121;0,163;0,0068;0,0039;0,0301;0,0846;4,2846;6,6855;6,783100128
2260,2704;12,3383;2,5751;70,7046;17,9548;0,1682;0,0058;0,0028;0,0292;0,0848;4,2771;6,7164;6,472300053
2260,4228;12,3227;2,579;70,3388;17,6322;0,165;0,0053;0,0023;0,0285;0,0844;4,2884;6,667;6,342999935
2260,5752;12,3289;2,5869;69,1;17,6777;0,1542;0,0048;0,0018;0,0277;0,084;4,3412;6,4282;5,97300005
2260,7276;12,3204;2,601;67,2123;16,6969;0,1752;0,0032;0,0007;0,0262;0,0777;4,3424;6,3419;5,86289978
2260,88;12,3126;2,6203;64,9205;17,6067;0,155;0,0022;0,0002;0,0266;0,0629;4,199;6,6616;5,787399769
2261,0324;12,3026;2,6214;65,3179;19,7487;0,126;0,0019;1,00E-04;0,0263;0,0589;4,0277;6,1984;5,702000141
2261,1848;12,2771;2,6147;66,3819;22,2112;0,098;0,0024;0,0003;0,0265;0,0653;3,9683;4,5052;4,497099876
2261,3372;12,2849;2,6052;67,2543;24,1842;0,1108;0,0031;0,0005;0,0266;0,0723;4,0886;3,7936;3,572999954
2261,4896;12,3203;2,6167;66,5128;22,6095;0,1336;0,005;0,002;0,0273;0,0844;4,156;5,5326;4,964000225
2261,642;12,3143;2,626;63,9547;20,5024;0,1161;0,0034;0,0008;0,0231;0,0784;4,1043;11,3426;10,31410027
2261,7944;12,314;2,6271;61,6892;17,2842;0,0996;0,0019;0,0002;0,0198;0,0703;4,0472;22,0398;15,63020039
2261,9468;12,3118;2,6269;60,4112;17,2628;0,0982;0,0014;1,00E-04;0,0187;0,0625;4,1641;30,1884;19,43079948
2262,0992;12,3183;2,6364;59,249;17,064;0,0895;0,0016;1,00E-04;0,0186;0,0583;4,5514;30,1488;23,81970024
2262,2516;12,328;2,6529;58,3595;17,0488;0,1008;0,0019;1,00E-04;0,0185;0,0545;5,0553;34,9584;31,5951004
2262,404;12,3113;2,6722;57,3182;16,361;0,0904;0,0022;1,00E-04;0,0184;0,0507;5,4467;38,1053;41,49769974
2262,5564;12,3074;2,6762;56,3965;15,3821;0,0771;0,0053;0,0008;0,0192;0,0483;5,4847;38,2277;45,31890106
2262,7088;12,2986;2,6677;57,407;15,2545;0,0843;0,0075;0,0017;0,0207;0,0461;5,2734;37,7022;47,67110062
2262,8612;12,3027;2,6522;57,0921;14,4905;0,0856;0,0082;0,002;0,023;0,044;5,0292;36,7138;43,4695015
2263,0136;12,2994;2,6426;57,0927;15,2466;0,0742;0,0061;0,0009;0,0228;0,0417;4,9021;36,089;42,83110046
2263,166;12,2948;2,6454;57,2071;16,7478;0,0726;0,0044;0,0004;0,0222;0,0406;4,8612;37,0121;37,65050125
2263,3184;12,2955;2,6541;57,1922;17,3174;0,0787;0,003;0,0002;0,0224;0,043;4,8906;38,5666;38,51179886
2263,4708;12,3071;2,663;57,6001;18,0453;0,0828;0,0033;0,0004;0,0233;0,0532;4,9138;40,3385;32,90950012
2263,6232;12,2909;2,6601;59,2349;17,0618;0,087;0,0053;0,0011;0,0247;0,0564;4,8189;27,475;25,36470032
2263,7756;12,2987;2,6398;63,3519;17,042;0,0765;0,0062;0,0016;0,0265;0,0575;4,5736;19,2485;18,90550041
2263,928;12,2915;2,6043;66,6715;15,3701;0,0965;0,0062;0,0018;0,0277;0,0604;4,2737;14,6985;16,35429955
2264,0804;12,3579;2,585;68,6153;15,5923;0,1396;0,0043;0,0012;0,0305;0,0743;3,976;13,3211;14,6239996
2264,2328;12,3627;2,5692;68,6703;15,3858;0,1685;0,0019;0,0003;0,0261;0,093;3,8006;12,5837;13,36069965
2264,3852;12,3535;2,5697;68,2003;15,5426;0,1361;0,0021;0,0004;0,0245;0,0987;3,6854;10,2716;11,21490002
2264,5376;12,3799;2,5649;71,7307;15,6132;0,1529;0,0035;0,0013;0,0263;0,1002;3,6996;8,4477;8,820199966
2264,69;12,389;2,5695;74,479;16,5454;0,1902;0,0058;0,004;0,0322;0,1029;3,7101;8,9421;9,146100044
2264,8424;12,3681;2,575;75,7638;16,4968;0,1973;0,0069;0,0066;0,0414;0,1101;3,7333;10,1878;10,51620007
2264,9948;12,386;2,5832;75,0319;16,4887;0,2155;0,0047;0,0033;0,0453;0,1179;3,7614;11,2504;11,3991003
2265,1472;12,3929;2,5889;73,3956;16,9516;0,2071;0,0031;0,0015;0,0441;0,1188;3,6859;11,6108;12,13689995
2265,2996;12,3857;2,5944;72,9633;18,0281;0,1948;0,002;0,0006;0,0421;0,1181;3,5784;11,9722;12,1225996
2265,452;12,3747;2,5987;71,8094;18,6272;0,2086;0,0017;0,0004;0,0411;0,1134;3,4265;11,9536;12,13899994
2265,6044;12,3847;2,5977;71,4045;17,9711;0,1984;0,0016;0,0003;0,0435;0,1104;3,3803;11,9169;11,85009956
2265,7568;12,3783;2,5862;70,1016;18,0359;0,2071;0,0019;0,0004;0,0402;0,104;3,3946;11,4932;11,16429996
2265,9092;12,3667;2,5736;69,7972;15,8992;0,1989;0,0022;0,0005;0,0347;0,0997;3,4201;10,8209;10,07859993
2266,0616;12,3523;2,5713;70,3444;15,2224;0,1773;0,0045;0,002;0,0273;0,0943;3,4016;9,1623;8,845899582
2266,214;12,325;2,563;71,916;14,7198;0,162;0,0078;0,0073;0,0299;0,1012;3,3778;7,6689;7,597000122
2266,3664;12,3073;2,5522;74,6242;16,7584;0,155;0,008;0,0097;0,0411;0,1156;3,4274;7,4319;7,045599937
2266,5188;12,326;2,5376;73,5596;18,5319;0,2227;0,0076;0,0094;0,0444;0,1203;3,6646;8,8884;8,149200439
2266,6712;12,2988;2,5615;71,238;18,7118;0,2425;0,0072;0,0088;0,0463;0,1234;3,9738;10,9113;9,074299812
2266,8236;12,3069;2,6047;68,0581;18,6692;0,1964;0,0064;0,0061;0,0412;0,1151;4,2102;13,3519;9,932100296
2266,976;12,2964;2,6266;65,6932;18,4346;0,1439;0,0041;0,0021;0,0323;0,1057;4,1883;10,2708;8,059100151
2267,1284;12,3023;2,6087;70,0671;20,2722;0,1295;0,0026;0,0007;0,0263;0,1025;4,0653;5,2607;5,107900143
2267,2808;12,2796;2,5655;74,8609;23,4808;0,1108;0,0033;0,0011;0,0248;0,1005;4,0128;3,1932;3,097199917
2267,4332;12,2963;2,5485;76,2676;30,7595;0,1353;0,0043;0,0019;0,0239;0,0986;4,1234;3,1492;2,796999931
2267,5856;12,2964;2,5537;75,2895;34,9268;0,1692;0,0035;0,0012;0,0301;0,0954;4,3036;4,2128;3,838799953
2267,738;12,297;2,5735;71,6281;35,4817;0,1845;0,0026;0,0006;0,0338;0,0884;4,4119;5,4433;5,085599899
2267,8904;12,3236;2,5979;68,8097;31,5335;0,1409;0,0015;0,0002;0,0381;0,0776;4,477;6,4395;5,289999962
2268,0428;12,295;2,615;68,2746;27,5313;0,1432;0,0016;1,00E-04;0,0354;0,0702;4,4508;8,6374;5,889200211
2268,1952;12,2902;2,6221;67,1917;23,5476;0,157;0,0018;1,00E-04;0,0315;0,0636;4,4588;13,4644;7,43599987
2268,3476;12,2861;2,6211;65,3903;20,9948;0,1365;0,0024;0,0002;0,024;0,0558;4,4521;17,3048;8,326399803
2268,5;12,2777;2,6262;62,8462;20,3043;0,1287;0,0005;0;0,0194;0,0497;4,4354;17,1253;8,622099876
2268,6524;12,2685;2,6484;60,6108;21,599;0,1256;0,0002;0;0,0153;0,0462;4,3806;16,756;8,826999664
2268,8048;12,2849;2,6494;58,3458;21,6555;0,1215;0,0009;0;0,0144;0,0425;4,2885;15,1623;8,505399704
2268,9572;12,2959;2,6414;58,2761;22,405;0,1144;0,0017;0;0,0143;0,0386;4,281;12,4198;7,323500156
2269,1096;12,3164;2,6206;58,6479;22,8667;0,1178;0,003;0,0002;0,0142;0,0408;4,2752;10,5226;6,616300106
2269,262;12,3406;2,6145;60,9962;22,7816;0,1068;0,0016;1,00E-04;0,0157;0,0452;4,2608;9,8958;6,363200188
2269,4144;12,3579;2,6146;62,181;22,0782;0,1262;0,0012;0;0,0175;0,053;4,2696;9,8335;6,148900032
2269,5668;12,362;2,6111;62,3677;20,7523;0,1104;0,0013;1,00E-04;0,0191;0,0589;4,3627;9,4641;6,066299915
2269,7192;12,336;2,6216;63,9647;22,3964;0,0884;0,0015;1,00E-04;0,0207;0,0641;4,5738;8,6141;5,998799801
2269,8716;12,3346;2,6253;64,5399;25,7698;0,1139;0,0018;0,0002;0,0247;0,0684;4,6997;10,1192;6,876999855
2270,024;12,3466;2,6283;63,7861;31,9807;0,1419;0,0025;0,0003;0,0282;0,0663;4,7639;13,6476;8,811300278
2270,1764;12,3477;2,6288;61,6269;34,2956;0,1172;0,0022;0,0002;0,03;0,0642;4,7817;19,1588;12,15540028
2270,3288;12,3619;2,636;59,9433;34,4333;0,0923;0,0018;0,0002;0,0295;0,0665;4,7739;23,1884;16,0984993
2270,4812;12,3659;2,6459;59,3175;33,0009;0,0754;0,0016;1,00E-04;0,0284;0,07;4,6282;25,3771;18,42620087
2270,6336;12,3642;2,6418;60,206;32,0592;0,0821;0,0012;1,00E-04;0,0261;0,0728;4,4247;26,8863;22,23310089
2270,786;12,3495;2,6311;60,2108;32,1124;0,1022;0,0025;0,0003;0,0235;0,0643;4,3718;27,1823;25,38739967
2270,9384;12,3643;2,6282;58,9209;31,6438;0,1097;0,0046;0,0007;0,0223;0,0515;4,5175;31,1864;30,00919914
2271,0908;12,3566;2,6372;58,6172;30,3916;0,0887;0,0052;0,0008;0,0227;0,0484;4,7189;28,6813;24,94050026
2271,2432;12,3436;2,6389;59,9801;28,7778;0,0698;0,0053;0,0009;0,0235;0,0491;4,8264;18,8449;17,25810051
2271,3956;12,3137;2,6326;60,3204;26,1723;0,0721;0,0069;0,0016;0,0235;0,0502;4,8559;14,9117;13,67930031
2271,548;12,2982;2,6286;57,8244;26,1951;0,1018;0,0084;0,0025;0,0218;0,0487;4,8766;22,0186;19,97260094
2271,7004;12,2831;2,6525;54,2303;26,1101;0,1319;0,015;0,0098;0,0212;0,0428;4,8877;45,1922;39,11420059
2271,8528;12,2746;2,6808;52,0725;27,376;0,0891;0,0203;0,027100001;0,0231;0,0395;4,8362;100,4799;70,89479828
2272,0052;12,2795;2,7033;50,6845;29,3519;0,0391;0,024;0,060800001;0,0259;0,038;4,6773;206,7027;113,3253021
2272,1576;12,2737;2,7138;50,7549;33,3904;0,0333;0,0254;0,0858;0,0309;0,0376;4,4414;256,0543;147,0234985
2272,31;12,2638;2,7193;47,9022;32,7531;0,0523;0,0213;0,0383;0,032;0,0339;4,2171;332,0769;202,7044983
2272,4624;12,2577;2,7169;47,0872;30,477;0,043;0,0157;0,0101;0,025;0,0279;4,0969;388,7867;277,7420959
2272,6148;12,2586;2,7085;47,7571;25,8847;0,0238;0,0148;0,0078;0,022;0,0272;4,0547;379,2885;426,8373108
2272,7672;12,25;2,6948;48,3903;25,1687;0,0157;0,0162;0,0111;0,0226;0,0293;4,12;343,6895;689,4644775
2272,9196;12,2507;2,6848;49,5739;24,6248;0,021;0,0185;0,019400001;0,0283;0,0333;4,2238;370,1865;1106,2307
2273,072;12,2619;2,684;49,0512;22,7983;0,0321;0,022;0,042599998;0,0337;0,0351;4,333;351,5568;1401,0702
2273,2244;12,2479;2,69;49,511;22,9397;0,0313;0,023;0,0634;0,0329;0,033;4,432;362,79;1330,5946
2273,3768;12,2566;2,6996;49,3084;23,6544;0,03;0,0226;0,0647;0,0312;0,0312;4,5609;400,3356;973,4565
2273,5292;12,2677;2,7007;49,6754;24,4978;0,0307;0,0221;0,061000001;0,0302;0,0302;4,7754;450,7401;1392,2813
2273,6816;12,2801;2,6953;49,8241;24,2087;0,0326;0,0234;0,085900001;0,0312;0,0312;4,9909;483,6585;1413,3926
2273,834;12,2925;2,6939;49,1956;22,8247;0,0354;0,0243;0,111400001;0,0316;0,0316;5,1429;495,7251;1490,9399
2273,9864;12,3156;2,6938;49,7536;22,2807;0,0328;0,0257;0,163200006;0,0325;0,0325;5,1164;489,8225;1472,4003
2274,1388;12,3179;2,7005;50,305;20,6236;0,0326;0,0274;0,227799997;0,0341;0,0341;4,93;473,0966;1310,686
2274,2912;12,3569;2,6983;51,5377;21,4574;0,0407;0,0289;0,284099996;0,0358;0,0358;4,5845;440,2487;945,0663
2274,4436;12,3538;2,6875;52,078;24,8224;0,0572;0,0322;0,529500008;0,0379;0,0388;4,2654;385,9549;746,2515
2274,596;12,3408;2,6684;51,853;30,3951;0,0608;0,0369;0,780499995;0,0397;0,0456;4,1159;335,8952;621,0098
2274,7484;12,2972;2,6607;51,9253;33,7466;0,0644;0,0407;0,73150003;0,0484;0,0553;4,1238;333,1723;590,9492
2274,9008;12,2674;2,6725;50,9085;34,6884;0,0592;0,0401;0,535000026;0,053;0,0594;4,203;346,1347;656,0147
2275,0532;12,2624;2,6942;49,424;33,062;0,0653;0,0373;0,34830001;0,053;0,06;4,1818;373,3207;717,5172
2275,2056;12,2582;2,7085;49,3534;30,9679;0,0585;0,0268;0,091899998;0,0416;0,0442;4,1197;455,7535;860,8478
2275,358;12,2624;2,7095;49,0772;27,8439;0,0349;0,0216;0,037300002;0,0361;0,0361;4,0999;461,3152;1014,3548
2275,5104;12,2624;2,7188;49,7449;24,6102;0,0252;0,0226;0,0427;0,0402;0,0402;4,2096;430,251;1008,9142
2275,6628;12,2585;2,7257;50,1253;23,5818;0,0311;0,0239;0,053300001;0,0425;0,0425;4,3047;363,9558;898,7679
2275,8152;12,2702;2,7226;49,5508;24,317;0,0441;0,0249;0,064999998;0,043;0,043;4,2748;355,4968;694,4791
2275,9676;12,2681;2,7062;49,2821;27,0972;0,0337;0,0251;0,072499998;0,0403;0,0403;4,1985;432,1168;921,5611
2276,12;12,267;2,6939;49,104;28,8059;0,0405;0,0255;0,093500003;0,0369;0,0369;4,1667;522,08;1184,7827
2276,2724;12,2752;2,6931;48,6471;27,2458;0,0364;0,0269;0,129099995;0,0357;0,0374;4,1933;577,0788;1048,2142
2276,4248;12,2638;2,6959;49,0085;24,6889;0,0324;0,0278;0,144600004;0,0362;0,0388;4,1741;573,0156;939,4219
2276,5772;12,2565;2,686;49,3706;22,4305;0,0343;0,0282;0,148800001;0,0374;0,0397;4,2848;535,148;963,4172
2276,7296;12,2585;2,6765;49,8625;25,2422;0,035;0,0269;0,106200002;0,0366;0,0403;4,4168;368,3342;477,5819
2276,882;12,2631;2,6715;51,5882;31,3552;0,036;0,0236;0,0504;0,0344;0,044;4,5849;271,591;337,6013
2277,0344;12,2542;2,6694;52,6221;42,3224;0,031;0,0214;0,0339;0,036;0,0467;4,5896;243,3975;318,5202
2277,1868;12,2527;2,6669;52,5931;56,1701;0,0475;0,0205;0,029200001;0,0372;0,0463;4,6273;301,7364;445,6007
2277,3392;12,2615;2,6619;52,3457;63,5188;0,0522;0,02;0,0261;0,0371;0,0451;4,698;398,4421;545,7144
2277,4916;12,2501;2,6734;51,7182;57,2082;0,041;0,0207;0,0298;0,0382;0,0445;4,7806;509,6847;634,485
2277,644;12,2507;2,6929;51,2266;43,001;0,0463;0,0291;0,132200003;0,0439;0,0463;4,7057;497,2039;602,1508
2277,7964;12,2425;2,7087;50,3285;31,1519;0,0394;0,0345;0,417199999;0,0453;0,0455;4,4434;439,631;586,4075
2277,9488;12,2456;2,7125;49,8837;26,0177;0,0409;0,0362;0,738600016;0,0442;0,0446;4,1364;401,5851;512,6487
2278,1012;12,2473;2,6976;50,1776;24,0165;0,0388;0,0384;1,367300034;0,044;0,0451;3,9792;364,649;454,2811
2278,2536;12,2418;2,6695;51,3294;23,1994;0,0321;0,0413;0,909600019;0,0466;0,054;4,0315;341,9353;450,4456
2278,406;12,2502;2,6471;51,9501;24,9982;0,0383;0,0379;0,351700008;0,0466;0,0645;4,2098;347,1036;444,0517
2278,5584;12,2571;2,635;52,004;24,5001;0,0607;0,0301;0,132699996;0,0426;0,0587;4,4572;342,9861;416,5194
2278,7108;12,2519;2,6473;51,3328;23,5267;0,0594;0,0271;0,087399997;0,042;0,0507;4,615;375,9138;465,4583
2278,8632;12,2522;2,6554;51,4221;21,4302;0,0446;0,0274;0,092600003;0,0442;0,0489;4,6402;332,0918;409,5526
2279,0156;12,2578;2,6623;51,8728;21,7441;0,0434;0,0323;0,201000005;0,0483;0,0513;4,5007;270,5929;366,9787
2279,168;12,2592;2,6565;51,9172;22,7745;0,0468;0,039;0,635500014;0,0508;0,0524;4,3767;225,8775;291,5938
2279,3204;12,2471;2,6591;52,799;24,7613;0,0633;0,0412;1,059399962;0,0518;0,052;4,2919;190,101;262,715
2279,4728;12,2393;2,655;53,8226;29,426;0,0549;0,0399;0,704900026;0,0536;0,0536;4,2188;162,6002;231,3461
2279,6252;12,2515;2,6422;55,0964;34,4855;0,0594;0,0376;0,430299997;0,0549;0,0549;4,0973;140,5195;208,65
2279,7776;12,2316;2,6155;56,1133;40,4555;0,1008;0,0332;0,202800006;0,056;0,0581;4,0223;165,529;230,7579
2279,93;12,2335;2,602;55,3657;45,0441;0,1162;0,0269;0,086599998;0,0517;0,0617;4,0541;225,5481;327,5404
2280,0824;12,2328;2,6111;53,843;45,5879;0,0853;0,0224;0,046;0,0422;0,0604;4,1882;332,8208;478,4122
2280,2348;12,2371;2,6446;52,3523;41,0874;0,0527;0,0231;0,0493;0,0376;0,0575;4,2667;431,4667;656,3716
2280,3872;12,2407;2,688;50,5768;32,987;0,0367;0,0263;0,077500001;0,0357;0,0557;4,2045;484,5906;802,7418
2280,5396;12,2452;2,7117;50,3155;26,4912;0,0277;0,0242;0,056000002;0,0268;0,0438;4,0326;448,0927;861,6697
2280,692;12,2407;2,7126;50,31;22,345;0,0169;0,0233;0,047200002;0,0304;0,0436;3,936;440,7782;949,3924
2280,8444;12,2527;2,6945;50,6861;19,4164;0,0203;0,0298;0,165900007;0,0399;0,0441;3,9806;419,5045;819,4449
2280,9968;12,2343;2,6769;51,1509;18,9849;0,0366;0,034;0,333400011;0,0425;0,0469;4,098;389,709;826,3116
2281,1492;12,2466;2,6654;51,3157;19,8965;0,0495;0,0407;0,944999993;0,0479;0,0521;4,16;380,7121;689,1652
2281,3016;12,2561;2,6583;51,7736;21,587;0,0608;0,0515;2,671499968;0,0628;0,0647;4,1583;318,36;553,8877
2281,454;12,2601;2,6597;52,3212;23,0503;0,0588;0,0573;3,358700037;0,0743;0,0748;4,1438;257,6794;418,0788
2281,6064;12,2542;2,6658;52,3445;23,7256;0,0704;0,0553;2,589999914;0,0735;0,0741;4,1185;273,5323;360,5457
2281,7588;12,2578;2,6691;52,3944;23,9423;0,0865;0,0523;1,937999964;0,0702;0,0715;4,0679;257,9226;349,9464
2281,9112;12,2474;2,6656;52,5682;22,9113;0,083;0,049;1,728899956;0,0608;0,0644;3,9827;270,1292;408,744
2282,0636;12,2576;2,6508;52,4528;21,9655;0,0674;0,0435;0,790499985;0,0549;0,063;3,97;263,509;354,0719
2282,216;12,2546;2,6424;52,7782;20,8031;0,0721;0,0345;0,231299996;0,0553;0,0637;4,0682;253,9135;303,8298
2282,3684;12,2462;2,646;52,3924;19,7365;0,0803;0,0307;0,1435;0,0586;0,0665;4,27;142,5759;203,0962
2282,5208;12,257;2,6631;53,1822;19,315;0,0666;0,0296;0,128900006;0,0626;0,0701;4,3766;86,0885;100,182
2282,6732;12,2631;2,6748;54,2782;19,3467;0,0437;0,0311;0,155900002;0,0675;0,0725;4,2983;59,2568;69,3128
2282,8256;12,2631;2,6605;54,7611;22,4791;0,0608;0,0368;0,29519999;0,0728;0,0736;4,1497;66,9868;92,2744
2282,978;12,2535;2,6417;55,1828;24,1005;0,1129;0,0432;0,582599998;0,0752;0,0752;4,0745;100,5593;138,1689
2283,1304;12,2585;2,617;54,4796;26,2328;0,1263;0,0447;0,709999979;0,0728;0,0728;4,2676;156,2191;193,5963
2283,2828;12,2516;2,6077;53,9472;24,4417;0,1091;0,044;0,636099994;0,0727;0,0756;4,4203;208,0777;264,296
2283,4352;12,2734;2,6029;53,4943;23,0931;0,1048;0,0433;0,574199975;0,0727;0,0786;4,4857;273,8336;320,2785
2283,5876;12,2586;2,617;53,4035;21,501;0,103;0,0413;0,467099994;0,0693;0,0821;4,4493;395,9515;499,9702
