DEPTH;CAL;DEN;DTC;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2283,74;12,2671;2,6354;53,2026;20,8923;0,0791;0,0395;0,3917;0,0622;0,0769;4,562;488,2068;701,3506
2283,8924;12,2637;2,6545;52,7275;19,282;0,074;0,0383;0,374199986;0,0547;0,064;4,839;510,656;1030,8018
2284,0448;12,2789;2,6617;52,7268;17,7599;0,0704;0,0373;0,414099991;0,0511;0,0546;5,0238;500,6761;1232,8728
2284,1972;12,2578;2,6726;52,6626;17,3076;0,0571;0,0373;0,386599988;0,0524;0,0563;5,0182;468,1331;1245,8309
2284,3496;12,2528;2,6693;52,4067;18,093;0,0704;0,0377;0,382999986;0,0541;0,0584;4,7956;450,8535;1232,2637
2284,502;12,2571;2,6638;52,0612;21,0084;0,0762;0,0399;0,486999989;0,0563;0,0617;4,6024;478,1349;1286,0574
2284,6544;12,2669;2,6568;51,9782;23,3517;0,0574;0,0433;0,752499998;0,0572;0,0635;4,5007;517,7013;1122,4424
2284,8068;12,2582;2,6627;51,3851;25,8209;0,0618;0,0433;0,774999976;0,0572;0,0627;4,5055;574,2463;988,4917
2284,9592;12,2675;2,6838;50,975;25,3017;0,0656;0,0414;0,653999984;0,0557;0,0596;4,4807;596,6501;646,31
2285,1116;12,2578;2,703;50,8;22,3443;0,0635;0,0398;0,586799979;0,0532;0,0563;4,3654;486,5397;462,3052
2285,264;12,2527;2,7096;50,4388;18,5951;0,0601;0,0395;0,72329998;0,0484;0,0521;4,2265;388,0764;325,4073
2285,4164;12,2546;2,7029;50,8333;16,1885;0,0652;0,0399;1,346699953;0,0455;0,0477;4,1174;318,6546;268,5096
2285,5688;12,2586;2,6963;51,5193;16,1406;0,0685;0,0409;2,571099997;0,0464;0,0464;4,0811;222,8197;194,6677
2285,7212;12,2691;2,684;52,403;16,7857;0,0623;0,0441;2,579099894;0,0513;0,0514;4,0301;149,1284;134,293
2285,8736;12,2646;2,6676;53,396;18,0501;0,0895;0,0483;2,424299955;0,0589;0,0592;3,9705;113,2975;100,0654
2286,026;12,2691;2,6515;54,6343;18,3403;0,1115;0,0515;1,709300041;0,071;0,0719;3,8961;90,9034;85,2564
2286,1784;12,267;2,6491;54,0274;19,3387;0,0957;0,0432;0,593100011;0,0735;0,0739;3,978;84,9959;81,9462
2286,3308;12,2741;2,6654;53,1515;23,1736;0,0901;0,03;0,133000001;0,0654;0,0662;4,1716;96,9786;92,0383
2286,4832;12,292;2,6898;52,3482;25,7135;0,0977;0,0204;0,034400001;0,0564;0,0594;4,4318;140,0619;130,4762
2286,6356;12,2521;2,6994;51,7649;26,7815;0,0854;0,0167;0,0186;0,0534;0,0578;4,56;237,6152;181,9252
2286,788;12,2396;2,6764;52,7264;24,1263;0,0624;0,029;0,119199999;0,0643;0,0693;4,4613;307,0569;233,7112
2286,9404;12,2439;2,6422;53,0466;25,1429;0,0719;0,0457;0,716199994;0,0767;0,0832;4,2694;297,3744;291,5169
2287,0928;12,2337;2,6289;52,7518;27,4624;0,0886;0,0499;1,060500026;0,077;0,0844;4,0831;297,7164;366,7803
2287,2452;12,2244;2,6345;52,5961;28,0315;0,0824;0,0468;0,82950002;0,0693;0,078;4,0208;285,0365;334,0616
2287,3976;12,2352;2,6369;53,4712;25,915;0,0854;0,049;1,074599981;0,0687;0,077;3,9723;279,475;318,5674
2287,55;12,2282;2,634;53,4698;21,9714;0,0829;0,0482;1,069200039;0,0666;0,0733;3,9478;303,0001;343,9598
2287,7024;12,2236;2,6475;52,5161;19,4872;0,0945;0,034;0,238600001;0,0488;0,056;3,9818;308,561;329,6519
2287,8548;12,2262;2,673;51,0008;18,1634;0,0917;0,025;0,0647;0,0365;0,0447;4,0661;249,6324;246,4804
2288,0072;12,2345;2,6916;49,7447;19,263;0,0668;0,024;0,054900002;0,0342;0,0425;4,1405;191,3073;185,061
2288,1596;12,2389;2,6864;50,9943;19,698;0,0679;0,0334;0,246299997;0,0472;0,0506;4,1064;138,1871;149,7035
2288,312;12,223;2,6652;53,7996;20,7674;0,075;0,0458;0,927200019;0,0672;0,0673;3,9815;107,7305;115,5906
2288,4644;12,219;2,6243;56,1228;21,4816;0,1197;0,0504;1,177299976;0,0783;0,0804;3,8261;98,2242;94,8619
2288,6168;12,2283;2,5966;57,1478;25,1247;0,1489;0,0489;0,971400023;0,0785;0,0839;3,7547;106,6753;107,863
2288,7692;12,2262;2,5936;55,6122;30,0272;0,1325;0,0459;0,721499979;0,0751;0,0838;3,7854;134,7216;139,4554
2288,9216;12,2254;2,6218;53,4729;31,9826;0,1244;0,0385;0,351799995;0,0654;0,0758;3,9371;185,9143;191,3152
2289,074;12,2243;2,6519;52,1517;32,9159;0,1322;0,0323;0,174500003;0,0585;0,0673;4,0932;246,8035;262,8551
2289,2264;12,2248;2,6685;51,9237;30,0822;0,1006;0,0341;0,216499999;0,0649;0,0721;4,1509;296,7986;321,0406
2289,3788;12,2341;2,6735;52,5597;29,2302;0,0646;0,0373;0,311800003;0,0721;0,0788;4,021;334,5464;349,5735
2289,5312;12,2385;2,6623;53,4803;27,212;0,0644;0,0375;0,319700003;0,0727;0,0795;3,8573;358,6861;377,4687
2289,6836;12,245;2,6475;54,0908;29,0958;0,0829;0,0376;0,320100009;0,0713;0,0783;3,9164;359,1565;427,3665
2289,836;12,233;2,6486;53,7413;31,9688;0,069;0,038;0,335500002;0,0653;0,0729;4,209;382,9701;521,8095
2289,9884;12,2361;2,6615;53,3763;33,4438;0,0553;0,0432;0,631900012;0,0626;0,0691;4,4363;328,556;414,3598
2290,1408;12,2461;2,6766;52,4501;28,5619;0,0692;0,05;2,339400053;0,0576;0,0631;4,4224;308,1802;355,4483
2290,2932;12,2354;2,6772;51,9686;22,518;0,0581;0,0519;3,687400103;0,0578;0,0625;4,2489;306,0749;306,4187
2290,4456;12,2275;2,6627;52,1069;17,2286;0,0473;0,0535;6,073599815;0,058;0,0618;4,1426;258,3597;260,0849
2290,598;12,2242;2,6426;52,36;15,7057;0,0526;0,0484;1,985299945;0,0582;0,0614;4,1841;233,2466;214,4028
2290,7504;12,2316;2,6218;53,0945;15,2705;0,0581;0,0487;1,141299963;0,0703;0,0729;4,2713;201,8726;187,5249
2290,9028;12,2376;2,615;53,0143;15,708;0,0735;0,0558;2,034399986;0,081;0,0821;4,3419;193,2779;186,0044
2291,0552;12,2538;2,6111;53,6525;17,6549;0,079;0,0599;2,734699965;0,0862;0,0877;4,3353;184,3343;191,3714
2291,2076;12,2473;2,6012;54,0612;18,2586;0,0737;0,0639;3,592700005;0,0913;0,0933;4,3421;186,3513;189,0171
2291,36;12,2522;2,5882;54,1494;19,2209;0,0798;0,0692;4,933400154;0,0983;0,1008;4,4107;189,6518;200,7913
2291,5124;12,2453;2,5922;54,2819;19,0566;0,0913;0,0659;3,554699898;0,0944;0,103;4,4941;225,2453;227,9524
2291,6648;12,2486;2,6091;53,6358;19,4263;0,104;0,0598;2,622499943;0,0813;0,0893;4,4793;275,954;270,3136
2291,8172;12,2517;2,6237;52,9494;18,5498;0,0844;0,0566;2,480999947;0,0749;0,079;4,3739;327,626;312,2317
2291,9696;12,2527;2,6262;53,0439;17,9374;0,0571;0,0534;2,678299904;0,0687;0,069;4,2818;345,2715;356,3056
2292,122;12,2623;2,6206;53,0532;18,4364;0,0495;0,0457;0,829999983;0,0713;0,0713;4,2339;350,8467;389,6047
2292,2744;12,2625;2,6258;53,5216;19,4957;0,0521;0,0477;0,888599992;0,0784;0,0806;4,1092;331,6027;396,6558
2292,4268;12,2643;2,6305;54,1913;21,6238;0,0753;0,055;1,817000031;0,0756;0,0832;3,9264;324,8429;408,9144
2292,5792;12,2486;2,6188;54,92;25,4592;0,0837;0,0585;2,915400028;0,0728;0,0811;3,8436;299,9927;365,7725
2292,7316;12,25;2,5931;56,624;31,9705;0,0711;0,0618;5,14659977;0,0702;0,0787;4,0203;275,7433;335,4126
2292,884;12,2616;2,5671;57,1566;34,5394;0,084;0,0664;7,144100189;0,0754;0,0838;4,341;262,2967;357,179
2293,0364;12,2604;2,576;56,2392;34,1472;0,1172;0,0691;17,08399963;0,0785;0,0797;4,6246;294,0327;418,7405
2293,1888;12,2552;2,6062;54,5949;26,9584;0,1107;0,0558;4,73570013;0,0674;0,0674;4,8055;355,8916;466,5539
2293,3412;12,2631;2,6419;53,0644;21,2577;0,0813;0,0479;1,879500031;0,0597;0,0609;4,8271;467,7425;657,3937
2293,4936;12,2686;2,6594;52,9236;16,3652;0,0511;0,0407;0,748099983;0,0525;0,055;4,6737;506,3792;595,4754
2293,646;12,267;2,6539;52,3472;14,7678;0,0422;0,0402;0,481000006;0,0529;0,064;4,3888;495,7399;537,595
2293,7984;12,2599;2,6431;51,9557;14,9681;0,0379;0,0409;0,485599995;0,0552;0,0682;4,1425;378,1577;434,6778
2293,9508;12,2631;2,631;51,7753;15,9565;0,0373;0,0394;0,480300009;0,0544;0,0596;3,9761;255,0074;373,1821
2294,1032;12,2677;2,6214;52,3595;18,3622;0,0455;0,0412;0,667200029;0,056;0,0584;3,8147;167,5082;240,4042
2294,2556;12,2671;2,6042;54,5468;18,298;0,0532;0,0432;0,979799986;0,0577;0,0578;3,685;121,3387;167,1676
2294,408;12,2724;2,5914;54,8138;18,037;0,0723;0,0426;1,284100056;0,0533;0,0533;3,7594;126,5451;164,4872
2294,5604;12,2723;2,6111;54,0501;17,2443;0,0982;0,0306;0,217500001;0,0422;0,0426;4,0325;181,4657;245,0862
2294,7128;12,2716;2,6457;51,8514;18,2089;0,0748;0,0197;0,025900001;0,0337;0,0337;4,3215;296,5011;386,2231
2294,8652;12,2601;2,689;49,5349;18,0464;0,0458;0,019;0,021600001;0,0329;0,0334;4,5066;376,6852;484,6015
2295,0176;12,267;2,7045;49,2595;16,943;0,0301;0,0186;0,0195;0,0322;0,0333;4,5039;455,0289;484,6437
2295,17;12,2631;2,7127;49,3828;16,1346;0,0277;0,0199;0,032499999;0,0294;0,0294;4,4603;365,6523;407,9028
2295,3224;12,2631;2,7046;50,6963;15,9608;0,0241;0,0291;0,279300004;0,0346;0,0365;4,366;256,3004;342,8304
2295,4748;12,2769;2,6879;51,8859;17,8736;0,0253;0,0421;1,669800043;0,0447;0,0504;4,3562;189,683;262,5832
2295,6272;12,277;2,6631;51,8771;20,2167;0,0488;0,0471;2,173199892;0,0521;0,0577;4,3576;166,3369;218,0801
2295,7796;12,2862;2,6491;52,4428;22,0023;0,0621;0,0519;2,826299906;0,0596;0,0649;4,3304;156,3722;197,9171
2295,932;12,2757;2,6353;52,3333;21,7065;0,0579;0,0542;2,660300016;0,0704;0,0709;4,3107;153,4076;190,4872
2296,0844;12,2763;2,6227;52,6024;20,6913;0,0607;0,0526;2,101999998;0,0707;0,0707;4,3243;156,7379;193,3102
2296,2368;12,2638;2,6138;53,2368;19,7123;0,0737;0,0533;2,335500002;0,0709;0,0709;4,3826;174,5865;212,4537
2296,3892;12,2638;2,6252;52,5876;21,0951;0,0643;0,0526;2,240600109;0,0698;0,0698;4,4137;195,5991;239,9591
2296,5416;12,2638;2,6475;52,1133;21,6746;0,0594;0,0517;2,06340003;0,0686;0,0686;4,3586;215,5587;269,8699
2296,694;12,267;2,6608;51,5373;22,7054;0,0585;0,0461;1,002500057;0,0662;0,0665;4,2603;249,6556;296,4905
2296,8464;12,2763;2,6666;51,8182;20,4893;0,065;0,0384;0,372999996;0,0613;0,0651;4,1616;264,5773;318,9006
2296,9988;12,2677;2,6776;51,0581;18,5789;0,0577;0,0291;0,115800001;0,0524;0,06;4,0963;245,2601;285,1961
2297,1512;12,2746;2,6874;51,0398;16,1349;0,0448;0,0247;0,060899999;0,047;0,0541;4,0344;237,5163;281,725
2297,3036;12,2802;2,6925;51,2768;17,2256;0,0347;0,0209;0,031500001;0,042;0,0482;4,079;220,0266;257,0727
2297,456;12,2809;2,6943;50,9558;19,2398;0,0343;0,0218;0,035999998;0,0416;0,0438;4,2503;241,7836;276,6449
2297,6084;12,3;2,7029;51,0614;21,7937;0,0597;0,0223;0,040800001;0,0465;0,0506;4,4501;267,3643;307,8263
2297,7608;12,3072;2,7071;50,6802;19,9806;0,0668;0,0202;0,0319;0,0478;0,0569;4,4512;302,4714;289,4774
2297,9132;12,3037;2,7087;50,7961;18,6961;0,0654;0,0195;0,0296;0,0483;0,0591;4,273;262,6484;265,9104
2298,0656;12,2902;2,702;51,14;16,9267;0,0782;0,0192;0,0295;0,049;0,0619;3,9755;255,1603;258,8474
2298,218;12,2947;2,6925;51,0268;18,541;0,1024;0,0215;0,045000002;0,0514;0,0674;3,7437;231,8378;270,816
2298,3704;12,2954;2,6824;51,1594;18,0729;0,0998;0,0228;0,0469;0,048;0,0574;3,5816;281,209;307,3128
2298,5228;12,2889;2,6807;50,4669;18,4464;0,0886;0,0219;0,037300002;0,0397;0,0398;3,5695;300,8879;334,6659
2298,6752;12,2934;2,6928;49,6273;17,5784;0,0751;0,0219;0,039799999;0,0369;0,0369;3,5738;380,5936;391,3293
2298,8276;12,2863;2,6985;49,5112;17,2084;0,0481;0,0222;0,041700002;0,0359;0,0372;3,5443;267,2698;276,1386
2298,98;12,2902;2,6799;49,9893;15,8646;0,0341;0,0245;0,059099998;0,0465;0,0557;3,5314;243,8884;245,0551
2299,1324;12,2982;2,6439;52,2661;15,6476;0,0451;0,0342;0,223700002;0,0643;0,077;3,6482;182,5886;198,0447
2299,2848;12,2974;2,6137;53,4944;17,7823;0,0515;0,0427;0,542299986;0,0655;0,0777;3,892;205,9612;226,3605
2299,4372;12,3071;2,6071;53,9922;20,8167;0,0695;0,0454;0,725700021;0,0643;0,0769;4,1481;219,0604;220,7881
2299,5896;12,3033;2,6092;53,7427;21,6382;0,0879;0,0486;1,02699995;0,0641;0,0769;4,3102;235,6318;232,8658
2299,742;12,3019;2,6099;53,5581;19,783;0,0838;0,0548;1,835100055;0,0701;0,0821;4,3561;208,6997;198,9848
2299,8944;12,3115;2,6018;54,591;17,5736;0,0876;0,0647;3,783900023;0,0812;0,0944;4,3459;191,7789;185,1655
2300,0468;12,2726;2,5978;55,8784;17,7172;0,0984;0,0723;6,35529995;0,0868;0,1025;4,3202;179,5168;173,3845
2300,1992;12,2724;2,5966;55,623;17,8015;0,1108;0,0708;5,594799995;0,0853;0,1018;4,3786;168,8191;161,6346
2300,3516;12,2631;2,6095;54,4862;17,71;0,1268;0,0661;4,063600063;0,0805;0,0967;4,5286;178,3503;162,5034
2300,504;12,2599;2,6269;52,1157;16,4915;0,1025;0,0499;1,216799974;0,0631;0,0763;4,8049;208,6125;192,9551
2300,6564;12,2637;2,6465;51,0789;16,8859;0,068;0,0384;0,38350001;0,0496;0,0632;5,2149;242,6109;222,0389
2300,8088;12,2642;2,6667;51,1621;18,6618;0,0538;0,0372;0,334300011;0,046;0,0618;5,6341;232,5123;220,484
2300,9612;12,2638;2,6916;51,6521;22,8916;0,0547;0,0388;0,380499989;0,0477;0,0669;5,7855;226,7137;248,4974
2301,1136;12,2773;2,6945;53,1639;26,5008;0,0644;0,0404;0,437900007;0,0516;0,0717;5,5;243,0659;271,5633
2301,266;12,2583;2,668;54,4114;27,7647;0,0733;0,0426;0,544200003;0,062;0,0763;4,9119;278,7389;327,6691
2301,4184;12,2708;2,6388;55,0578;27,6554;0,106;0,0458;0,732299984;0,0696;0,0801;4,4415;326,2283;390,9414
2301,5708;12,2631;2,6294;55,0453;26,5034;0,1225;0,0447;0,680100024;0,0688;0,0762;4,2221;364,2592;496,3386
2301,7232;12,2565;2,6431;54,0663;27,0873;0,1026;0,0419;0,510100007;0,0643;0,0744;4,1689;376,7661;534,912
2301,8756;12,2519;2,6526;53,4554;28,7208;0,0864;0,0373;0,309599996;0,0583;0,0713;4,1112;350,9182;424,2624
2302,028;12,2592;2,6565;52,7437;32,3265;0,0709;0,0319;0,166500002;0,0511;0,065;4,0154;282,0281;315,5103
2302,1804;12,2571;2,6605;52,2729;39,6761;0,0702;0,0375;0,360900015;0,0525;0,0602;3,8742;216,8277;258,2564
2302,3328;12,2478;2,658;51,9708;42,114;0,0716;0,0382;0,402200013;0,0541;0,0594;3,7285;171,9633;197,4128
2302,4852;12,263;2,6609;51,8344;43,5741;0,0687;0,0335;0,213300005;0,0539;0,0578;3,5747;207,7748;246,8158
2302,6376;12,2742;2,6625;52,2234;39,711;0,0701;0,0269;0,084799998;0,0486;0,0522;3,5922;304,8451;320,3213
2302,79;12,2647;2,6604;53,2201;42,2059;0,0561;0,0236;0,050099999;0,0381;0,0446;3,9985;498,7917;457,4453
2302,9424;12,2716;2,6402;54,8449;46,6249;0,0479;0,0413;0,682600021;0,0506;0,0583;4,5982;628,5665;515,5491
2303,0948;12,2815;2,604;57,0077;48,4392;0,0514;0,0623;4,606500149;0,0757;0,0817;5,1291;585,7488;573,4101
2303,2472;12,3061;2,5819;58,3321;44,0246;0,075;0,077;10,19750023;0,0947;0,1022;5,2298;529,3346;686,3837
2303,3996;12,3226;2,5494;59,5738;33,1803;0,1058;0,0954;25,91819954;0,1174;0,1243;5,0978;619,1874;755,4769
2303,552;12,3635;2,5157;61,9018;23,978;0,1197;0,1186;87,96749878;0,1433;0,1454;5,0018;677,3088;1152,6393
2303,7044;12,3598;2,4722;64,1663;18,038;0,1368;0,1308;178,6306;0,1539;0,1541;4,9682;519,2635;888,2186
2303,8568;12,374;2,4658;64,4611;15,8388;0,1746;0,1314;178,5908051;0,1545;0,1551;4,9685;501,6634;739,6927
2304,0092;12,3654;2,4823;63,2755;16,0967;0,1625;0,1234;121,3620987;0,1473;0,1478;4,7971;504,2824;706,8098
2304,1616;12,374;2,5136;60,6754;16,2484;0,1377;0,1081;55,20449829;0,133;0,1344;4,5329;479,1745;669,2266
2304,314;12,3546;2,5484;57,5392;17,8799;0,1375;0,0781;9,925299644;0,1038;0,1062;4,231;436,2504;582,1014
2304,4664;12,3353;2,575;55,6083;19,3524;0,1073;0,0578;2,575400114;0,082;0,0823;4,0781;403,3748;465,8945
2304,6188;12,331;2,5846;54,2278;20,8933;0,0761;0,057;2,763000011;0,0777;0,0777;4,101;418,2457;491,8748
2304,7712;12,3157;2,5723;55,9715;19,5589;0,0675;0,0647;6,200099945;0,0822;0,0822;4,2502;465,9969;494,8268
2304,9236;12,3238;2,5567;58,0539;16,5978;0,081;0,0737;16,56529999;0,0875;0,0876;4,3913;388,4185;356,8148
2305,076;12,3254;2,5598;58,3274;13,1388;0,0967;0,0789;34,34159851;0,0897;0,0897;4,4551;291,4705;280,2102
2305,2284;12,3226;2,5941;57,1369;11,5683;0,1112;0,0654;7,111000061;0,0788;0,0821;4,4184;250,5499;226,8696
2305,3808;12,314;2,637;54,8489;11,0125;0,096;0,0487;1,07889998;0,0664;0,0759;4,2176;191,9207;213,1152
2305,5332;12,3231;2,6698;53,2756;11,4019;0,0876;0,0418;0,545099974;0,0617;0,0677;3,8905;180,6494;191,5906
2305,6856;12,3095;2,6762;51,4562;13,1208;0,0642;0,0353;0,268900007;0,0563;0,0588;3,562;186,9524;193,397
2305,838;12,3256;2,6722;51,2845;13,9691;0,0495;0,029;0,119599998;0,05;0,0501;3,4409;198,3346;195,6727
2305,9904;12,3218;2,6547;51,7273;14,44;0,0435;0,0215;0,034600001;0,0458;0,046;3,6237;199,4;201,1501
2306,1428;12,3352;2,6338;52,3625;13,6553;0,0503;0,0169;0,0148;0,0449;0,045;3,9104;193,006;202,767
2306,2952;12,3323;2,6212;52,7032;14,3731;0,0511;0,0194;0,025;0,0496;0,0497;4,2217;192,6597;211,5613
2306,4476;12,3264;2,6224;52,3486;14,0728;0,0521;0,027;0,085699998;0,0561;0,0562;4,4474;215,1681;253,4899
2306,6;12,3423;2,6269;52,6483;16,4911;0,0619;0,045;0,999499977;0,0627;0,0627;4,6585;247,8944;264,4988
2306,7524;12,3467;2,6337;52,1116;16,0268;0,0603;0,0592;19,42760086;0,0649;0,065;4,698;307,2419;359,4102
2306,9048;12,3581;2,6227;52,4518;15,86;0,0579;0,0748;43,66970062;0,0815;0,0825;4,6508;310,1169;318,4567
2307,0572;12,3814;2,597;54,3964;12,8976;0,0553;0,0867;44,26570129;0,0961;0,0996;4,6337;289,621;289,2086
2307,2096;12,3863;2,5568;56,4254;12,6683;0,075;0,0991;53,16030121;0,1118;0,1181;4,7534;286,8027;294,6286
2307,362;12,3883;2,5405;59,0854;12,904;0,1176;0,1084;59,27890015;0,1251;0,1335;4,9168;283,0005;251,432
2307,5144;12,3769;2,5331;60,0726;13,4048;0,1338;0,1047;49,07479858;0,1218;0,1299;4,9785;326,644;257,44
2307,6668;12,3912;2,5229;60,5015;14,3405;0,1387;0,0985;41,74169922;0,113;0,1208;4,9712;414,1384;343,1873
2307,8192;12,4185;2,5058;61,1413;14,047;0,1398;0,0931;37,56069946;0,1053;0,1123;5,0428;528,0543;449,4164
2307,9716;12,4374;2,5172;60,0539;15,1668;0,144;0,0863;33,90330124;0,0952;0,1017;5,3707;521,5972;450,7313
2308,124;12,4466;2,5686;58,4064;14,6466;0,1383;0,0758;23,11100006;0,0816;0,0881;5,7809;393,8673;389,8687
2308,2764;12,43;2,6324;56,3853;15,6286;0,1129;0,066;6,661600113;0,0762;0,0841;5,9028;306,4492;336,9014
2308,4288;12,4114;2,658;54,381;15,5796;0,0898;0,0594;2,650399923;0,0726;0,087;5,5364;266,5541;312,1458
2308,5812;12,4205;2,6512;54,1053;16,4776;0,0827;0,0544;1,580899954;0,069;0,0876;4,9353;239,4451;283,8694
2308,7336;12,4213;2,6355;52,9539;17,0473;0,0787;0,0475;0,836399972;0,0639;0,0853;4,426;208,8818;232,4342
2308,886;12,4254;2,6356;52,0687;17,5696;0,0939;0,0349;0,239700004;0,0543;0,0729;4,2321;220,0152;248,0347
2309,0384;12,4163;2,6523;51,3358;18,7446;0,0902;0,023;0,047600001;0,0457;0,0549;4,2437;276,9453;343,7501
2309,1908;12,4107;2,6652;50,0472;19,1063;0,0569;0,0187;0,020300001;0,0427;0,0428;4,4102;363,3038;375,0867
2309,3432;12,4099;2,6681;50,7139;20,3459;0,0444;0,0237;0,050700001;0,0445;0,0445;4,6634;373,9231;393,9054
2309,4956;12,409;2,6584;51,9958;19,2385;0,0475;0,0323;0,217500001;0,0487;0,0487;4,9141;344,3285;347,7932
2309,648;12,4096;2,6517;52,7484;17,4028;0,0673;0,0496;3,105999947;0,0597;0,0597;5,0105;297,2579;330,5102
2309,8004;12,4146;2,6365;53,8703;15,2741;0,0648;0,0584;6,688000202;0,0691;0,0693;4,8155;262,0337;262,0419
2309,9528;12,4101;2,6249;54,134;14,1645;0,0763;0,0582;3,953000069;0,0734;0,0744;4,5755;227,1989;218,093
2310,1052;12,409;2,6005;55,2366;14,8144;0,1011;0,0618;4,940999985;0,0783;0,0793;4,4293;211,5229;198,1874
2310,2576;12,4259;2,5851;56,8455;14,4398;0,1079;0,0662;6,300899982;0,0845;0,0855;4,4555;209,6505;182,5372
2310,41;12,4515;2,5669;57,6513;15,0845;0,1055;0,0753;9,177399635;0,0987;0,1004;4,4648;218,221;182,3742
2310,5624;12,4528;2,5572;58,1098;15,0745;0,1266;0,0809;9,691800117;0,1102;0,1158;4,4139;229,9095;198,9129
2310,7148;12,4233;2,5606;57,1487;14,9335;0,1263;0,0811;9,333299637;0,1086;0,118;4,3339;234,4469;219,0152
2310,8672;12,4101;2,5656;56,4298;12,9837;0,1135;0,0824;11,26319981;0,1075;0,1148;4,3057;233,6694;214,0362
2311,0196;12,4046;2,5712;55,7936;12,7189;0,1348;0,0838;14,13029957;0,1063;0,1115;4,3236;227,3225;194,1924
2311,172;12,4129;2,5694;55,5895;13,3308;0,1233;0,081;23,58090019;0,0963;0,0965;4,4443;223,5314;194,1806
2311,3244;12,4101;2,5642;55,6639;15,124;0,1108;0,076;23,14990044;0,0883;0,0883;4,6431;237,5048;218,4177
2311,4768;12,4284;2,5635;55,4456;14,4169;0,1047;0,0677;11,13679981;0,081;0,081;4,8924;264,134;260,1822
2311,6292;12,4364;2,5692;55,2715;14,1716;0,1125;0,0667;6,630199909;0,0859;0,0859;5,0852;301,6688;273,5962
2311,7816;12,4483;2,5766;55,1082;13,0695;0,1;0,0666;4,936299801;0,092;0,092;5,2454;314,5078;331,058
2311,934;12,4583;2,5927;55,4726;14,069;0,0987;0,0768;7,856699944;0,1093;0,1099;5,3269;295,3704;352,8961
2312,0864;12,4471;2,5901;56,8923;13,275;0,1088;0,0869;13,42679977;0,1179;0,1226;5,2024;271,0493;338,0078
2312,2388;12,4435;2,5781;56,5916;14,1098;0,1307;0,0903;18,12899971;0,1137;0,1217;4,8987;219,1106;322,3589
2312,3912;12,4521;2,5614;57,6127;13,9995;0,1345;0,0841;12,63239956;0,1074;0,1158;4,4897;158,0605;241,5022
2312,5436;12,4487;2,5886;57,7629;15,584;0,1131;0,0755;7,147900105;0,1013;0,1091;4,1369;113,8856;176,2715
2312,696;12,4325;2,616;56,5493;17,3272;0,1149;0,0521;1,253100038;0,0868;0,0906;3,8087;87,4904;118,1112
2312,8484;12,3931;2,6335;55,1085;20,6943;0,116;0,0361;0,2773;0,0736;0,0786;3,6694;89,242;137,9012
2313,0008;12,3426;2,6241;52,4277;23,2856;0,1292;0,0346;0,229900002;0,0666;0,073;3,7387;134,7177;218,7568
2313,1532;12,3304;2,6127;53,1496;22,8569;0,1065;0,0421;0,524500012;0,0681;0,0742;4,0321;240,6575;277,0724
2313,3056;12,3303;2,5922;54,991;21,4333;0,0841;0,0525;1,547399998;0,0732;0,0788;4,33;286,8936;322,6489
2313,458;12,3364;2,5725;55,992;19,2214;0,104;0,0604;3,068500042;0,0811;0,086;4,5173;271,0206;365,9626
2313,6104;12,3466;2,5688;56,3216;18,8541;0,1008;0,0679;5,19810009;0,0927;0,0946;4,56;263,8822;346,2663
2313,7628;12,3389;2,5799;55,3714;18,4106;0,0875;0,0696;5,888299942;0,0958;0,096;4,6187;261,0598;352,1841
2313,9152;12,3317;2,5982;55,3379;18,2027;0,0851;0,0676;5,500199795;0,0919;0,092;4,7913;272,6706;343,7605
2314,0676;12,3173;2,6256;55,7771;18,5363;0,0853;0,0654;5,153399944;0,087;0,0873;4,9042;283,395;344,2383
2314,22;12,3296;2,6444;57,0825;16,6365;0,0996;0,0682;7,793600082;0,0863;0,0864;4,8233;290,0753;342,1082
2314,3724;12,3395;2,6282;59,9524;14,9578;0,1216;0,0872;24,47990036;0,1065;0,1076;4,6838;305,9298;337,5698
2314,5248;12,3311;2,575;59,914;12,9054;0,147;0,0992;29,54080009;0,1227;0,1301;4,5899;319,0195;325,6837
2314,6772;12,337;2,5188;60,7708;12,0928;0,1643;0,1015;29,41839981;0,128;0,1362;4,5733;333,7695;351,3998
2314,8296;12,3367;2,4899;61,0542;12,0723;0,1581;0,1023;28,90979958;0,1317;0,1392;4,4933;384,7759;422,6309
2314,982;12,3352;2,4889;60,85;11,8106;0,1503;0,1034;30,27930069;0,1399;0,1406;4,387;410,8987;433,7953
2315,1344;12,3359;2,4942;61,1049;11,9212;0,1575;0,1065;39,69079971;0,1394;0,1394;4,308;367,0854;389,304
2315,2868;12,3296;2,5011;60,6177;11,6119;0,1652;0,1057;50,04919815;0,1309;0,1316;4,2869;342,6964;380,9349
2315,4392;12,3303;2,502;60,5714;10,5869;0,1506;0,1066;57,53160095;0,1278;0,1306;4,3635;333,6621;385,4345
2315,5916;12,3366;2,5003;60,9106;10,4516;0,1462;0,1077;66,38659668;0,1252;0,13;4,4582;326,069;394,9901
2315,744;12,347;2,4847;60,6361;10,273;0,1631;0,1192;119,138298;0,1397;0,141;4,5568;305,9044;381,3483
2315,8964;12,3575;2,4681;62,3014;11,2625;0,168;0,1336;132,378006;0,1636;0,1654;4,5721;324,7872;405,7432
