DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2291,2797;8,4764;2,599;59,2727;102;19,7924;0,0847;0,0601;2,8898;0,0798;0,0866;4,6729;712,9618;485,9462
2291,4321;8,4788;2,6054;59;103;17,5859;0,0755;0,063;3,4938;0,0812;0,0908;4,7702;988,473;782,6438
2291,5845;8,4739;2,6183;59;102,1818;18,0762;0,0749;0,0672;5,1258;0,0817;0,0926;4,8113;1161,1769;755,2948
2291,737;8,4791;2,6205;59;102,3636;18,4964;0,084;0,0727;9,4116;0,0845;0,0933;4,81;1020,1352;604,8474
2291,8894;8,4751;2,6085;60,1818;104;17,4733;0,099;0,0813;20,0382;0,0907;0,0991;4,8702;890,7528;548,6384
2292,0418;8,4736;2,587;60,7273;104,5455;17,0489;0,1091;0,0869;33,9159;0,0958;0,1027;4,9316;882,766;465,0771
2292,1942;8,4873;2,5767;61,6364;106,1818;17,0489;0,1133;0,0922;56,907;0,1007;0,1059;5,019;1052,2697;546,9416
2292,3466;8,4976;2,5661;62,1818;107,3636;16,9681;0,1146;0,0994;71,9988;0,1105;0,1149;5,092;1391,6301;773,3081
2292,499;8,5165;2,552;63,1818;108,5455;18,2411;0,1244;0,0945;31,5224;0,1141;0,118;5,1295;1520,4355;922,9241
2292,6514;8,5125;2,534;63,8182;109,6364;18,5847;0,123;0,0833;14,1876;0,1085;0,1102;5,1416;1550,7653;766,2021
2292,8038;8,524;2,5375;63;106,8182;18,0965;0,117;0,0787;11,4415;0,1027;0,1038;5,1202;1649,5151;694,1565
2292,9562;8,5177;2,5522;61,1818;104,3636;15,6354;0,1031;0,075;9,9512;0,0971;0,0978;5,0555;1503,458;762,7002
2293,1086;8,514;2,5636;60,1818;100,5455;14,023;0,1022;0,0741;13,0775;0,0911;0,0912;4,9759;1369,5007;806,1634
2293,261;8,4909;2,5607;59,4545;99,6364;14,427;0,1043;0,0753;13,7113;0,0928;0,0928;4,9571;1711,4161;762,6835
2293,4134;8,4943;2,561;60,5455;100,8182;14,4231;0,1048;0,0713;8,2446;0,0918;0,0927;5,0051;1557,5791;597,0104
2293,5658;8,5046;2,5703;60,6364;100,8182;14,7054;0,1057;0,0695;7,062;0,0903;0,0914;5,0316;1472,1877;539,1788
2293,7182;8,5177;2,5878;59,7273;101,4545;14,8751;0,1043;0,0681;6,3349;0,0888;0,09;4,9563;1343,1938;494,7374
2293,8706;8,5429;2,6034;59,3636;100,4545;15,6428;0,0945;0,0682;6,5911;0,0885;0,0893;4,8779;1235,8909;491,963
2294,023;8,5805;2,6183;58;99;15,6118;0,0833;0,0679;5,8723;0,0908;0,0912;4,8287;1267,063;510,6478
2294,1754;8,4876;2,6183;57,8182;97,7273;15,6118;0,0774;0,0776;9,6116;0,1007;0,1055;4,7882;1202,2004;522,4316
2294,3278;8,4852;2,6103;58,0909;97,5455;16,9443;0,0763;0,0806;10,6651;0,1029;0,1109;4,7106;1074,3076;546,8916
2294,4802;8,4767;2,5854;59,2727;99,3636;20,1725;0,0729;0,0825;11,2536;0,1039;0,115;4,6132;1000,701;612,1962
2294,6326;8,4688;2,5671;59,1818;101;22,6279;0,0663;0,072;6,14;0,0939;0,1024;4,4503;969,7845;712,8856
2294,785;8,5152;2,5639;58;98;23,9209;0,0659;0,0501;1,2675;0,0729;0,0755;4,1985;804,327;685,152
2294,9374;8,5335;2,5814;58,0909;94,8182;26,6366;0,0589;0,032;0,1805;0,0538;0,054;3,981;674,2717;576,1496
2295,0898;8,4991;2,6107;56,9091;91,8182;29,6126;0,0545;0,0323;0,1927;0,0527;0,0527;3,9763;545,618;564,142
2295,2422;8,4903;2,6342;56;91,5455;31,1408;0,0519;0,0348;0,2793;0,0538;0,0538;4,2004;463,8332;491,6754
2295,3946;8,4603;2,6438;55,1818;93,6364;29,104;0,0633;0,046;1,0117;0,064;0,066;4,5432;431,7955;422,2357
2295,547;8,4788;2,6435;56,1818;96;25,6246;0,0754;0,0598;3,1062;0,0781;0,0834;4,9367;494,9347;382,5309
2295,6994;8,4843;2,6379;58;99;21,5557;0,0811;0,0732;7,9686;0,0907;0,0982;5,2689;557,0577;429,5516
2295,8518;8,4691;2,6372;58,8182;101;20,8257;0,0839;0,079;12,1017;0,0953;0,1032;5,3551;605,2263;484,8758
2296,0042;8,4879;2,6162;60,4545;103;21,7592;0,0881;0,0839;17,2374;0,0989;0,1071;5,1831;605,3721;473,7982
2296,1566;8,5098;2,586;61,3636;105;26,2571;0,0946;0,0835;23,6122;0,0945;0,101;4,9816;685,4059;488,2169
2296,309;8,5237;2,5679;60,7273;104,1818;29,44;0,0922;0,0723;8,7824;0,0853;0,0937;4,8548;775,9063;489,2321
2296,4614;8,545;2,5781;58,8182;101;32,0708;0,0742;0,0559;1,9314;0,0761;0,0849;4,7895;881,7632;509,983
2296,6138;8,5593;2,6;57,3636;97,9091;31,8085;0,0599;0,05;1,1106;0,0724;0,0817;4,7015;796,5555;511,8648
2296,7662;8,5186;2,6072;57,9091;98;30,0922;0,0585;0,0455;0,7176;0,0695;0,0792;4,6958;768,164;499,355
2296,9186;8,5243;2,6098;57;98;28,049;0,0624;0,0395;0,3886;0,0622;0,0766;4,7765;743,8915;462,8322
2297,071;8,5329;2,6181;56,3636;97,7273;25,5107;0,0655;0,0405;0,433;0,0616;0,0776;4,899;692,5872;443,7662
2297,2234;8,5155;2,6387;55,3636;96;25,107;0,0632;0,0424;0,5222;0,063;0,0788;4,9515;607,8679;360,6897
2297,3758;8,501;2,6444;54,3636;94,3636;24,1399;0,0685;0,0453;0,7021;0,0649;0,0793;4,8848;587,41;337,8429
2297,5282;8,4833;2,6222;56,8182;98,1818;23,5405;0,0837;0,0508;1,2315;0,0686;0,0802;4,8162;715,7675;402,6757
2297,6806;8,4736;2,5728;59;102,6364;22,6135;0,0976;0,0591;3,1394;0,0746;0,0809;4,7963;1012,5744;500,7539
2297,833;8,4894;2,5379;61,3636;106,1818;21,2062;0,1093;0,0683;11,5421;0,0816;0,0817;4,776;1375,3759;556,6304
2297,9854;8,4773;2,5301;61,5455;107,5455;22,3996;0,105;0,0714;13,0857;0,0849;0,086;4,6779;1420,9647;572,5153
2298,1378;8,4997;2,534;60,7273;106,5455;24,3703;0,11;0,078;15,5919;0,0917;0,0963;4,6352;1275,6526;565,6875
2298,2902;8,5058;2,5183;60,0909;107,1818;26,1572;0,1226;0,0834;18,6699;0,098;0,1045;4,8303;1340,9972;553,1412
2298,4426;8,5438;2,4863;61,3636;112,8182;25,6422;0,1435;0,0889;22,7017;0,1044;0,1126;5,2428;1507,1536;520,2458
2298,595;8,569;2,4737;63,3636;114,0909;22,7379;0,1494;0,0976;38,963;0,1161;0,1203;5,6117;1689,498;485,4186
2298,7474;8,5951;2,4901;63,3636;115,4545;21,6256;0,1419;0,1013;44,974;0,1229;0,1249;5,8187;1133,3948;488,1786
2298,8998;8,5526;2,5152;63,2727;113,3636;23,4985;0,1288;0,0959;28,3126;0,1166;0,1232;5,7761;1021,4774;449,5754
2299,0522;8,5177;2,54;60,6364;107;25,1046;0,1087;0,0894;19,0333;0,1084;0,1178;5,6559;984,5278;459,1775
2299,2046;8,4973;2,5696;59,1818;104,7273;29,0721;0,0934;0,0829;12,8623;0,1002;0,1118;5,489;916,1193;451,2358
2299,3571;8,4891;2,6031;58,1818;102,3636;29,5749;0,0804;0,0718;6,2609;0,0881;0,1013;5,3251;896,5393;480,6792
2299,5095;8,4961;2,6247;55,8182;99,5455;29,574;0,0749;0,0573;2,121;0,0747;0,0872;5,1538;614,847;465,1516
2299,6619;8,5079;2,634;56;97,6364;27,0582;0,0754;0,0455;0,7648;0,067;0,0738;4,8776;307,6083;238,0046
2299,8143;8,5237;2,6429;55,6364;95,6364;25,1976;0,0774;0,04;0,446;0,0646;0,0667;4,5349;193,7793;158,271
2299,9667;8,5186;2,6459;55,1818;94;23,9319;0,0795;0,0374;0,3324;0,063;0,0637;4,2347;132,2284;129,9231
2300,1191;8,4928;2,6479;56;94,9091;24,0903;0,0675;0,0359;0,2813;0,0601;0,0611;4,158;134,5313;134,1413
2300,2715;8,4918;2,6528;54,4545;94,5455;22,3081;0,0556;0,0352;0,2605;0,0565;0,06;4,3127;219,2108;189,8074
2300,4239;8,4697;2,6596;54;94,5455;22,393;0,0527;0,0346;0,2407;0,0554;0,0604;4,5666;368,3777;306,2632
2300,5763;8,459;2,663;55,1818;96,1818;20,7828;0,0613;0,0352;0,2558;0,0565;0,0611;4,7685;475,7852;307,9188
2300,7287;8,456;2,6605;55;96,1818;18,9123;0,0603;0,0364;0,3001;0,058;0,0617;4,8237;504,7665;282,6632
2300,8811;8,477;2,6698;55,7273;94,6364;16,8755;0,0555;0,0404;0,4993;0,0603;0,0636;4,6974;621,9152;329,846
2301,0335;8,4931;2,6653;56,8182;95,3636;15,6116;0,058;0,061;3,7835;0,0777;0,0821;4,5421;928,238;420,8609
2301,1859;8,5146;2,6281;58,8182;102,5455;15,7963;0,0837;0,0949;34,6469;0,1103;0,1169;4,5786;1314,905;534,4861
2301,3383;8,5332;2,5538;64;113,3636;15,8772;0,1304;0,117;94,0421;0,1328;0,1411;4,9072;1554,4398;617,5027
2301,4907;8,5483;2,478;66,1818;118,9091;15,4528;0,1499;0,1283;139,5415;0,1445;0,154;5,3639;1754,0938;721,5057
2301,6431;8,5559;2,4509;66,6364;118,5455;15,6111;0,1497;0,1239;121,8414;0,1398;0,1487;5,6424;1762,4502;806,9248
2301,7955;8,5778;2,4697;65,6364;113,5455;15,7849;0,1139;0,0955;37,7201;0,1109;0,1167;5,6802;1473,0071;839,8381
2301,9479;8,5775;2,5244;62,3636;106,1818;16,1243;0,0878;0,0638;5,8598;0,0793;0,0812;5,5861;1132,5844;700,4254
2302,1003;8,5869;2,5805;60,0909;101,8182;17,0124;0,0714;0,0474;1,4672;0,063;0,063;5,5475;944,0032;727,3596
2302,2527;8,5541;2,6232;57,6364;98,1818;17,9459;0,068;0,0399;0,6367;0,0551;0,0551;5,5912;702,7615;483,6277
2302,4051;8,5198;2,6426;56,8182;98;19,5583;0,0777;0,0415;0,7905;0,0557;0,0562;5,7031;501,4406;324,0869
2302,5575;8,5186;2,6401;57,3636;97,8182;18,1611;0,0811;0,0496;1,56;0,0626;0,0679;5,7549;459,182;312,5721
2302,7099;8,5505;2,6319;58,4545;97,8182;18,0102;0,0872;0,056;2,2481;0,0687;0,0796;5,6334;625,566;362,5885
2302,8623;8,5654;2,6288;59,6364;96,1818;15,3794;0,0819;0,0578;2,561;0,0714;0,0823;5,2637;848,3763;446,1177
2303,0147;8,562;2,6322;58,6364;93,3636;16,6524;0,077;0,0564;2,4262;0,0714;0,0791;4,8324;1031,1294;461,9273
2303,1671;8,5502;2,6191;57,4545;93,3636;14,5119;0,0775;0,0572;3,3306;0,0718;0,0746;4,6183;1048,5466;400,6041
2303,3195;8,525;2,6013;58,1818;94,8182;14,5085;0,0891;0,0603;5,6125;0,0745;0,0745;4,7097;904,537;329,3203
2303,4719;8,5784;2,5887;60,1818;97,9091;15,1218;0,0985;0,0594;4,5386;0,0751;0,0751;4,9517;674,7914;295,388
2303,6243;8,6033;2,6062;58,5455;98,9091;17,3283;0,0876;0,0541;2,5793;0,0711;0,0711;4,9735;510,2715;298,4389
2303,7767;8,5714;2,6417;56,1818;96,5455;20,0419;0,0677;0,0484;1,4522;0,0658;0,0659;4,7193;492,3113;296,5499
2303,9291;8,4864;2,6685;54,8182;91,3636;22,0622;0,056;0,0405;0,6008;0,0582;0,0582;4,3358;326,1428;224,9426
2304,0815;8,4776;2,6732;53,8182;89;22,0622;0,0659;0,0385;0,4631;0,0565;0,0568;4,1069;144,0017;127,5626
2304,2339;8,4439;2,6524;54,6364;90,7273;20,625;0,0844;0,0456;0,9829;0,0646;0,0653;4,069;83,5277;80,5875
2304,3863;8,4229;2,625;58,3636;94,3636;21,0399;0,0986;0,051;1,5405;0,0707;0,0726;4,1454;55,1618;66,0255
2304,5387;8,4296;2,6061;59,1818;98,0909;21,7188;0,115;0,053;1,7191;0,073;0,077;4,2321;37,949;45,9973
2304,6911;8,4402;2,6007;58,3636;99;22,3928;0,1111;0,0522;1,4935;0,0714;0,0785;4,3112;34,0988;44,2457
2304,8435;8,4502;2,6119;56,1818;96,8182;19,4292;0,0934;0,0478;1,0093;0,0671;0,0737;4,3811;48,4069;45,3892
2304,9959;8,4426;2,6211;53,7273;95,1818;17,4765;0,0679;0,0455;0,8482;0,0668;0,0692;4,5193;68,1592;61,271
2305,1483;8,4724;2,6256;52,8182;94,1818;17,736;0,0615;0,0471;1,0208;0,0684;0,0697;4,7472;108,8471;75,8503
2305,3007;8,4846;2,6255;53,8182;94,8182;18,9387;0,0597;0,0497;1,352;0,0688;0,0718;5,0546;194,1752;113,896
2305,4531;8,5064;2,628;55,6364;97;21,5192;0,0571;0,0522;1,716;0,0664;0,0741;5,3554;435,7981;160,4678
2305,6055;8,5389;2,6342;55,4545;96,4545;24,4894;0,0502;0,0505;1,4607;0,0594;0,0725;5,5236;1110,8043;443,591
2305,7579;8,5547;2,6387;55,5455;96,3636;26,3205;0,0486;0,0458;0,9107;0,0532;0,068;5,5163;746,8752;1025,7786
2305,9103;8,5572;2,646;55,1818;95,3636;27,6377;0,0458;0,0429;0,6735;0,0509;0,0648;5,3493;386,0392;601,4483
2306,0627;8,5629;2,6471;55;95,5455;25,5161;0,0515;0,0412;0,5731;0,0502;0,0623;5,3012;229,955;243,7942
2306,2151;8,573;2,6417;56,1818;98,1818;27,15;0,0666;0,0378;0,4003;0,0486;0,0575;5,5199;108,1632;155,6633
2306,3675;8,5848;2,6522;56,5455;97,5455;27,4545;0,0825;0,0325;0,1971;0,0481;0,0533;5,6808;57,6289;101,3366
2306,5199;8,5432;2,6879;59,0909;99,3636;30,6712;0,0975;0,0275;0,0918;0,0491;0,0569;5,5786;38,2578;68,2153
2306,6723;8,4967;2,7024;58,4545;98;31,2653;0,0839;0,0252;0,0685;0,0489;0,0605;5,1618;28,866;45,7461
2306,8247;8,4688;2,6942;55,3636;94,3636;31,3919;0,0646;0,0248;0,0645;0,048;0,0603;5,0236;33,3005;43,1831
2306,9772;8,4606;2,6694;54,3636;94,3636;29,0165;0,0383;0,0241;0,0557;0,0457;0,0553;5,2928;58,4193;88,7907
2307,1296;8,48;2,6699;52;92;25,1976;0,0295;0,0235;0,0494;0,0395;0,0449;5,791;107,9569;208,9902
2307,282;8,4885;2,6734;52,3636;92,3636;23,7549;0,0277;0,0218;0,0371;0,0331;0,0385;6,0617;298,3144;426,3185
2307,4344;8,49;2,6768;53,4545;93;25,2897;0,0329;0,0197;0,0242;0,0314;0,0387;5,9241;293,2346;391,0276
2307,5868;8,4949;2,69;53;92,3636;27,6659;0,0493;0,0186;0,0194;0,0319;0,0405;5,59;191,4111;238,2611
2307,7392;8,4873;2,695;53,4545;93,1818;28,5928;0,0603;0,0189;0,0209;0,0352;0,0435;5,2555;151,7598;151,6953
2307,8916;8,5101;2,6884;54,9091;94,7273;25,6902;0,0641;0,0271;0,0866;0,0474;0,0538;5,1575;235,4673;177,3126
2308,044;8,5253;2,6659;56;98,1818;23,908;0,0726;0,0457;0,8118;0,0665;0,072;5,2579;321,5342;267,9679
2308,1964;8,552;2,6412;58,8182;104;19,7563;0,0987;0,0619;3,6705;0,0804;0,0856;5,4277;573,4242;456,6553
2308,3488;8,5523;2,6064;60,9091;107,3636;17,9873;0,1244;0,0729;9,5783;0,0891;0,0934;5,4623;830,5696;634,1798
2308,5012;8,5657;2,5676;62,3636;111,1818;16,2366;0,1463;0,0879;31,4458;0,1034;0,1052;5,3787;890,781;527,8367
2308,6536;8,5827;2,5286;62,1818;110,9091;17,1702;0,1441;0,1008;58,8962;0,1196;0,1196;5,3736;930,4066;529,0918
2308,806;8,5678;2,51;61,7273;110,6364;17,0044;0,1377;0,1018;48,9392;0,1242;0,1242;5,4329;1028,4878;561,7472
2308,9584;8,5553;2,5185;61,1818;109,2727;18,0708;0,1261;0,0979;39,5783;0,1205;0,1206;5,4757;1075,2666;636,2551
2309,1108;8,4806;2,5264;60,5455;108,6364;18,8498;0,122;0,0953;37,4127;0,1164;0,1165;5,4047;933,7283;745,0908
2309,2632;8,494;2,5289;61,1818;107,8182;21,2261;0,1199;0,0913;31,0884;0,1117;0,1118;5,3109;792,7425;525,9844
2309,4156;8,5007;2,5283;60,8182;106,5455;21,5709;0,113;0,0849;20,1895;0,1058;0,1062;5,1902;688,9706;475,1636
2309,568;8,48;2,5465;61;105,8182;24,0101;0,104;0,0752;10,4458;0,097;0,0973;5,0857;733,9191;445,165
2309,7204;8,4864;2,571;59,5455;104,0909;23,75;0,093;0,0683;6,3925;0,0904;0,0904;4,9844;810,8844;395,077
2309,8728;8,501;2,5901;59;103,1818;24,6884;0,0845;0,0652;5,0587;0,0873;0,0873;4,9156;864,6826;340,7563
2310,0252;8,5052;2,6057;58,1818;101,3636;22,4886;0,0771;0,06;3,5291;0,0809;0,0809;4,8559;861,309;313,4026
2310,1776;8,4931;2,6135;58,3636;99;23,6758;0,0711;0,0544;2,456;0,0729;0,0729;4,7666;842,1989;296,9683
2310,33;8,5073;2,6146;58,1818;97,5455;22,4774;0,0621;0,0538;2,9733;0,0683;0,0683;4,6637;761,205;268,7682
2310,4824;8,5307;2,6081;56,1818;95,8182;23,7503;0,0583;0,0541;3,3887;0,0672;0,0674;4,6775;660,2305;295,0552
2310,6348;8,5836;2,6127;55,3636;94,8182;23,6718;0,0539;0,0525;2,4926;0,0671;0,0678;4,8239;461,3918;232,1569
2310,7872;8,6176;2,6265;55;94,8182;25,12;0,0566;0,0478;1,1676;0,0656;0,0688;4,9464;263,669;148,6839
2310,9396;8,6267;2,6499;56;95,3636;27,237;0,0617;0,0397;0,4143;0,0607;0,0693;4,8412;141,7767;91,8894
2311,092;8,6425;2,6594;56;94,4545;28,8494;0,0675;0,0343;0,2205;0,0571;0,0673;4,6634;88,0513;67,1622
2311,2444;8,6553;2,652;57;95,3636;28,0857;0,0655;0,0333;0,1979;0,0571;0,0641;4,6413;76,6378;56,5141
2311,3968;8,6568;2,6464;56,3636;93,6364;26,3081;0,0584;0,0337;0,212;0,0575;0,0608;4,7604;108,6907;75,2457
2311,5492;8,6571;2,6425;56;93,6364;25,2897;0,0511;0,0343;0,2372;0,057;0,0577;4,9055;141,4339;110,8566
2311,7016;8,6452;2,6396;57;94,1818;29,0998;0,0567;0,0334;0,215;0,0562;0,0562;5;186,9733;144,1229
2311,854;8,6109;2,6354;56,6364;94,1818;32,749;0,0704;0,0328;0,1948;0,0565;0,0572;5,0731;173,6109;124,8906
2312,0064;8,5781;2,6271;57,8182;96,7273;32,481;0,0823;0,0376;0,3532;0,0593;0,0617;5,1228;172,2635;112,4522
2312,1588;8,5468;2,61;59,1818;98,8182;28,0769;0,0851;0,0458;0,9018;0,0638;0,0683;5,166;247,7593;142,3405
2312,3112;8,5748;2,5795;60,1818;101;23,6583;0,0808;0,0599;3,5821;0,0762;0,0804;5,2259;348,2269;245,0576
2312,4636;8,5824;2,551;61,3636;103,3636;22,3138;0,0857;0,0728;9,8301;0,0913;0,0928;5,2992;530,4965;421,6569
2312,616;8,6097;2,5365;61;103,9091;23,5803;0,0943;0,08;15,8016;0,1002;0,1002;5,363;850,9966;504,0031
2312,7684;8,6097;2,5309;63;105,3636;26,1417;0,11;0,0843;20,787;0,1044;0,1045;5,4578;1277,5959;671,3549
2312,9208;8,5766;2,5277;62,3636;105,6364;26,8994;0,122;0,0863;22,9958;0,1067;0,1068;5,5942;1694,7815;713,6141
2313,0732;8,559;2,5294;61,4545;103,8182;25,7547;0,1223;0,0839;17,1167;0,1032;0,1073;5,66;1058,5066;614,9006
2313,2256;8,5599;2,5439;60,8182;102,8182;24,1252;0,1081;0,0779;12,0837;0,0943;0,1004;5,5576;979,4108;491,5405
2313,378;8,566;2,5599;59,6364;99,8182;22,3491;0,0975;0,0712;9,823;0,0869;0,0892;5,3539;1417,7971;646,2048
2313,5304;8,5654;2,5765;59;98,1818;20,6149;0,0904;0,0685;9,4674;0,0842;0,0843;5,131;1742,9719;827,5963
2313,6828;8,573;2,5836;59;98,1818;17,7368;0,0903;0,0696;11,3564;0,0843;0,0843;4,9943;1944,5951;1065,137
2313,8352;8,5669;2,5881;58;97,4545;17,8168;0,0876;0,0715;14,3793;0,0851;0,0851;4,9068;1924,363;1318,8467
2313,9876;8,5672;2,5815;58,8182;98,9091;18,2411;0,0909;0,076;23,9117;0,088;0,0881;4,9431;1950;1506,281
2314,14;8,6055;2,5708;60;100,3636;18,9153;0,0942;0,0817;28,6692;0,0926;0,0956;5,0755;1950;1533,97
2314,2924;8,6364;2,5632;60,5455;103,8182;20,7192;0,0989;0,0884;31,0661;0,0987;0,1063;5,2572;1950;1393,5389
2314,4448;8,6364;2,556;63,4545;109,6364;23,5978;0,1151;0,0965;40,8714;0,1057;0,1172;5,4075;1950;1173,5925
2314,5973;8,637;2,5396;65;112,1818;28,0154;0,1337;0,1038;44,1227;0,1125;0,1304;5,4763;1823,0359;959,1365
2314,7497;8,6449;2,5298;64;111,8182;28,4165;0,1357;0,0993;27,7217;0,1101;0,1323;5,5374;1338,5131;706,9985
2314,9021;8,679;2,5529;60,8182;106,3636;29,7811;0,117;0,0757;7,0227;0,0913;0,1108;5,6056;942,3854;509,294
2315,0545;8,6291;2,6044;57,8182;97,1818;30,3751;0,0866;0,054;1,533;0,0738;0,0868;5,6041;750,5574;467,7251
2315,2069;8,5395;2,6648;55,8182;92,4545;36,3524;0,0668;0,0407;0,4642;0,0634;0,0697;5,3927;499,5916;301,2753
2315,3593;8,5462;2,6817;55,7273;94;41,5495;0,0583;0,0305;0,1398;0,0571;0,0586;5,0632;308,9089;209,9846
2315,5117;8,5456;2,6697;55,5455;94,3636;49,3205;0,0566;0,0258;0,0724;0,0563;0,057;4,8836;250,8618;190,0448
2315,6641;8,5693;2,6416;55,2727;96,2727;54,4671;0,059;0,0232;0,0511;0,0546;0,0588;4,9101;282,8275;187,1927
2315,8165;8,5654;2,6333;58,1818;100,0909;58,2656;0,0763;0,0226;0,0473;0,0527;0,0602;5,0372;295,0249;201,1517
2315,9689;8,5441;2,6242;59;101,2727;56,6505;0,1043;0,0237;0,0561;0,0527;0,0616;5,0772;299,0198;215,1971
2316,1213;8,5462;2,6088;61;104,1818;52,6619;0,1302;0,0346;0,2302;0,0612;0,0694;5,108;310,2742;233,4503
2316,2737;8,5332;2,5851;61,7273;107;42,6479;0,1402;0,0627;3,4925;0,0848;0,0898;5,199;451,3875;336,7711
2316,4261;8,5411;2,5636;63,1818;110;29,0238;0,1458;0,0975;55,4591;0,1136;0,1148;5,3297;814,9264;707,1547
2316,5785;8,5596;2,5295;66,0909;115,8182;18,4966;0,1515;0,115;206,5249;0,1278;0,1281;5,4196;1688,6096;1154,3997
2316,7309;8,5994;2,4855;66,8182;119,5455;13,9988;0,161;0,1237;356,9221;0,135;0,1357;5,4299;1950;1514,4995
2316,8833;8,6404;2,4437;66,4545;119;14,5895;0,1675;0,1261;328,7702;0,1375;0,1397;5,5259;1940,6465;1668,0731
2317,0357;8,651;2,4309;65,6364;119;14,7632;0,1645;0,123;201,8346;0,1353;0,14;5,6913;1887,1296;1814,1638
2317,1881;8,6632;2,4456;65,2727;119;15,0178;0,1611;0,1243;173,9935;0,1357;0,1438;5,8408;1906,6604;1909,287
2317,3405;8,6708;2,4682;65,3636;118;15,7;0,151;0,1272;210,4164;0,1392;0,1459;5,8624;1950;1947,8821
2317,4929;8,6538;2,4842;64,8182;118,1818;15,6151;0,1448;0,1302;270,0392;0,1432;0,1474;5,7772;1950;1950
2317,6453;8,6604;2,4892;65,1818;118;14,8799;0,1451;0,13;247,3602;0,1458;0,1481;5,6936;1950;1950
2317,7977;8,6714;2,4901;63,9091;116;15,1487;0,1455;0,1305;351,6751;0,1449;0,1452;5,5887;1950;1950
2317,9501;8,6899;2,4903;64,4545;115,4545;15,4591;0,1426;0,1297;299,5655;0,1433;0,1456;5,4794;1950;1950
2318,1025;8,6334;2,4873;65;114,4545;14,0727;0,1384;0,1276;331,0592;0,1404;0,1417;5,3442;1950;1950
2318,2549;8,5979;2,4832;64,5455;113,4545;13,2065;0,1364;0,1251;368,5937;0,137;0,1374;5,2579;1950;1950
2318,4073;8,6088;2,4813;64,9091;114;12,3833;0,1345;0,1148;257,1614;0,1261;0,1262;5,1846;1950;1950
2318,5597;8,6291;2,4849;65,2727;114,1818;14,5038;0,1302;0,1183;316,3234;0,1294;0,1295;5,105;1950;1950
2318,7121;8,6787;2,4813;67,8182;119;15,4199;0,1365;0,1374;607,2058;0,1489;0,1499;5,0482;1950;1950
2318,8645;8,7406;2,4545;69,6364;123,6364;15,1689;0,1705;0,1462;627,966;0,1569;0,1614;5,0798;1950;1950
2319,0169;8,7719;2,4113;71,6364;128,0909;14,576;0,2017;0,1526;664,152;0,1628;0,1696;5,2094;1950;1950
2319,1693;8,8062;2,3872;69,6364;125,1818;14,095;0,2198;0,1473;567,5327;0,1589;0,1639;5,2956;1950;1950
2319,3217;8,8518;2,3973;67,8182;122;15,3635;0,2033;0,139;332,8574;0,1538;0,1581;5,2567;1950;1950
2319,4741;8,8852;2,4223;67,3636;118,8182;15,7879;0,1797;0,146;375,9388;0,1627;0,1671;5,1345;1808,8552;1950
2319,6265;8,8059;2,4303;68;119,5455;15,9502;0,1621;0,1545;547,0653;0,1715;0,1746;5,0195;1611,6882;1894,7701
2319,7789;8,836;2,4156;70,1818;124,1818;16,4785;0,1728;0,1651;924,3909;0,1813;0,1834;4,9547;1559,2002;1950
2319,9313;8,8324;2,3855;70,7273;128,4545;18,091;0,1891;0,1705;1376,8496;0,1851;0,1864;4,9906;1573,5366;1950
2320,0837;8,8564;2,3602;70;132,8182;19,3639;0,2076;0,1572;681,7324;0,1718;0,1759;5,15;1386,9921;1915,9246
2320,2361;8,8931;2,3534;69;130;20,9039;0,2004;0,1427;231,4582;0,1601;0,1698;5,3344;1457,7256;1885,2115
2320,3885;8,9056;2,3811;70,2727;127,2727;21,4078;0,1766;0,1345;112,3127;0,1582;0,172;5,2909;1681,9087;1950
2320,5409;8,8658;2,4074;70,3636;129,2727;22,1716;0,1573;0,1291;67,2636;0,1634;0,1802;5,0661;1842,3516;1818,3987
2320,6933;8,8245;2,4165;71,3636;133,5455;20,3937;0,1616;0,1322;65,9342;0,1737;0,1926;4,7984;1746,3883;1576,5393
2320,8457;8,8636;2,4186;72,7273;138;21,0779;0,1803;0,1351;81,1134;0,1671;0,1884;4,6351;1810,7544;1549,8877
2320,9981;8,788;2,4361;70,5455;129,8182;22,7686;0,1858;0,132;92,1995;0,1523;0,1732;4,5532;1911,6555;1458,0287
2321,1505;8,6623;2,4717;68,6364;123,3636;23,7435;0,1675;0,1271;105,9827;0,1393;0,1579;4,5267;1940,8865;1326,2456
2321,3029;8,6565;2,5009;64,4545;114,4545;24,5856;0,1401;0,1122;77,3035;0,1222;0,1358;4,6144;1950;1426,7273
2321,4553;8,6999;2,5262;63,1818;110,5455;24,8468;0,1141;0,0948;32,1601;0,1078;0,1181;4,7588;1950;1319,0784
2321,6077;8,7102;2,5558;62,8182;107,1818;25,956;0,0976;0,0827;14,2814;0,0991;0,1085;4,8397;1950;1334,7223
2321,7601;8,7257;2,5835;62,1818;102,5455;25,8776;0,0957;0,0804;12,6506;0,0965;0,1056;4,8615;1633,1461;1056,467
2321,9125;8,7686;2,5983;60,9091;99,5455;26,9809;0,0973;0,0803;13,4253;0,0951;0,1041;4,8501;987,1105;954,031
2322,0649;8,8147;2,5912;58,5455;99,3636;27,4828;0,1118;0,0811;19,0078;0,0953;0,0996;4,8279;696,9742;509,0163
