DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2518,1328;12,5358;2,4605;64,8493;121,5094;10,535;0,1579;0,1526;382,5813;0,1664;0,1771;4,91;540,0941;1730,4226
2518,2852;12,4297;2,4425;64,4589;122,1363;10,1921;0,1643;0,1598;919,96;0,1688;0,1762;4,8865;534,5616;1695,9805
2518,4376;12,3938;2,4227;64,5448;120,2276;10,2243;0,1656;0,1577;3762,3323;0,1618;0,1647;4,8085;510,9585;1545,7533
2518,59;12,3949;2,4054;64,2584;118,3016;10,3843;0,1589;0,1554;4057,2517;0,1618;0,1618;4,7387;478,3804;1261,6587
2518,7424;12,4433;2,3862;63,5875;115,4109;9,9328;0,1641;0,1584;3971,9402;0,1652;0,1652;4,746;439,4467;1133,2191
2518,8948;12,4619;2,3712;63,6337;116,8167;10,223;0,1685;0,1445;142,04;0,1848;0,1869;4,8157;406,8557;977,4056
2519,0472;12,5577;2,3632;65,5042;119,6153;9,9328;0,1682;0,1307;53,345;0,2043;0,2086;4,887;386,025;866,4068
2519,1996;12,5485;2,3189;68,4479;122,0614;10,4487;0,1614;0,089;12,0828;0,2443;0,2529;5,2367;365,0491;770,0558
2519,352;12,4943;2,2599;70,3706;124,1881;10,9157;0,1929;0,0688;5,4282;0,2311;0,2426;5,8463;348,8938;792,4521
2519,5044;12,4808;2,2695;67,5814;122,0237;11,4639;0,2037;0,0718;4,5514;0,1639;0,1754;6,3696;291,3491;583,2999
2519,6568;12,43;2,3756;64,2098;116,5032;11,3672;0,1925;0,0822;7,5125;0,1366;0,1476;6,3081;233,971;421,4416
2519,8092;12,4658;2,5079;60,2611;107,7301;11,384;0,1442;0,0927;23,9337;0,1093;0,1199;5,6931;234,9619;419,607
2519,9616;12,4481;2,5653;60,5841;105,3429;11,944;0,1307;0,1147;125,2224;0,1268;0,1327;5,1314;251,1548;474,205
2520,114;12,3669;2,5351;60,439;108,788;14,7175;0,1448;0,1416;731,5276;0,1504;0,1541;4,9242;284,5132;583,6916
2520,2664;12,4235;2,4703;60,7681;110,868;16,5557;0,167;0,1476;3077,5171;0,1536;0,1539;5,0821;296,9619;607,8192
2520,4188;12,4021;2,4043;61,4096;116,0944;16,8341;0,1835;0,1383;1258,0059;0,1465;0,1466;5,3123;295,7691;549,5781
2520,5712;12,3805;2,3754;62,6184;118,9642;15,1249;0,1839;0,129;573,4894;0,1394;0,1394;5,4282;289,5428;565,8379
2520,7236;12,5179;2,3793;65,4688;122,8697;12,316;0,1585;0,124;251,3179;0,1379;0,1392;5,35;291,3485;571,4608
